SourceID,Publisher,Title,Revision,Publication date,Access date,Source class,Source note,Citation role,URL,Locator,Applicable grades,Access state,Access note,SHA256
R-POLYMAKER-COPE-TDS-V5-4,Polymaker,Panchroma CoPE Technical Data Sheet,V5.4,Not published,2026-09-13,Manufacturer TDS,Not applicable,not-retrieved,https://polymaker.com/wp-content/uploads/lana-downloads/Panchroma-CoPE_TDS_EN_V5.4.pdf,Cited by the 2026-09-13 research for density 1.296 g/cm³ and elongation 10.5 ± 3.8%,M091 / G091-02,not-retrieved,Not retrieved: HTTP 404 on 2026-09-13. Nothing from this source was entered,Not recorded
R-FIBERON-PETGF15-TDS,Polymaker,Fiberon PET-GF15 Technical Data Sheet,V1.0,Not published,2026-09-13,Manufacturer TDS,Published under Polymaker's Fiberon brand line.,cited,https://fiberon.polymaker.com/wp-content/uploads/TDS_FIBERON-PET-GF15_V1.0_EN.pdf,"Physical, thermal and mechanical properties; recommended printing conditions; how to make specimens",M068 / G068-02,retrieved,Not applicable,cdb81cbccd54e790038caf17353bd91172713cb7d35f7d8e16f919124923b37b
R-FIBERON-PETGF15-PAGE,Polymaker,Fiberon PET-GF15 product page,Not published,Not published,2026-09-13,Manufacturer product page or guide,Published under Polymaker's Fiberon brand line.,not-retrieved,https://fiberon.polymaker.com/product/pet-gf15/,Cited by the 2026-09-13 research for chamber guidance,M068 / G068-02,not-retrieved,Not retrieved: HTTP 403 on 2026-09-13. Nothing from this source was entered,Not recorded
R-FILLAMENTUM-CPE-HG100-TDS,Fillamentum,CPE HG100 Datasheet,2019-01-03,Not published,2026-09-13,Manufacturer TDS,Not applicable,cited,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_CPE-HG100_03012019.pdf,"Physical, mechanical and thermal properties",M089 / G089-01,retrieved,Not applicable,ad4f1420c47b40cc8972c202724dae27c1718c9070938e077c6150f33071f495
R-FILLAMENTUM-CPE-HG100-GUIDE,Fillamentum,3D Printing Guide: Fillamentum CPE HG100,Not published,Not published,2026-09-13,Manufacturer product page or guide,Not applicable,cited,https://fillamentum.com/wp-content/uploads/2021/02/Fillamentum_Printing_Guide_CPE-HG100.pdf,Printing parameters,M089 / G089-01,retrieved,Not applicable,cd37bc12f747170a4f51a8f9cf18b40fac21652f1f0b02802432207cf95ce19b
R-FILLAMENTUM-CPE-CF112-GUIDE,Fillamentum,3D Printing Guide: Fillamentum CPE CF112 Carbon,Not published,Not published,2026-09-13,Manufacturer product page or guide,Not applicable,cited,https://fillamentum.com/wp-content/uploads/2020/10/FI_Printing_Guide_CPE-CF112-Carbon.pdf,Printing parameters; Nozzle,M090 / G090-01,retrieved,Not applicable,fed13e64605e32d803a832009efcebef37aa0204e0f8282c7b67d206ddc7137a
R-COLORFABB-NGEN-TDS-V2,colorFabb,Technical datasheet colorFabb_nGen,"v2.0, 2023-09-01",Not published,2026-09-13,Manufacturer TDS,Not applicable,cited,https://colorfabb.com/media/datasheets/tds/colorfabb/TDS_E_ColorFabb_nGen.pdf,Typical properties; guideline for print settings; notes,M092 / G092-01,retrieved,Not applicable,d0a40f96297dcfd4e658dd0ffadeb0e848aafd66c6371b516394f5475b956afa
R-ERYONE-PETG-GF-TDS,Shenzhen Eryone Technology,Technical Data Sheet (TDS) PETG-GF,"version 1.0, 08/2024",Not published,2026-09-13,Manufacturer TDS,Not applicable,cited,https://file.globalso.com/file_manage/3828/20250630/eryone-petg-gf-tds.pdf,Part I Suggested printing parameters; Part II Physical properties; Part III Mechanical properties of printed samples,M025 / G025-02,retrieved,Not applicable,8351e38bad369f131d878557886517762e4732eecff5352744c9034dd90b7c5d
R-IPCON-ASA-GF-TDS,IPCON Polymer Material (Suzhou),IPCON ASA GF Technical Data Sheet,"Version 1.0, 2026.06.01",Not published,2026-09-13,Manufacturer TDS,Not applicable,cited,https://www.ipconpolymer.com/wp-content/uploads/2026/06/IPCON-ASA-GF_TDS-Technical-Data-Sheet_V1.0.pdf,Filament's properties; Recommended printing settings,M034 / G034-03,retrieved,Not applicable,a756397ca7e6529e0a9c081fca8fe54beb71aebc5000d63d4d2d2fe5f7a4f5db
R-FLASHFORGE-ASA-GF10-TDS,Flashforge,Technical Data Sheet ASAGF10 Filament,Not published,Not published,2026-09-13,Manufacturer TDS,Not applicable,cited,https://after-support.flashforge.jp/uploads/datasheet/tds/ASA_GF_TDS_EN.pdf,Properties; Recommended printing conditions,M034 / G034-04,retrieved,Not applicable,b82515bd92eec4b61acc1fe20ff4145407644964a73d0fdfea4f9306744a49c3
R-GRUPA-AZOTY-TARFUSE-POM-TDS,Grupa Azoty,Preliminary Technical Data Sheet Tarfuse POM 3D Filament,"Version 1.1, April 2021",Not published,2026-09-13,Manufacturer TDS,Document mirrored by filamentworld.de.,cited,https://filamentworld.de/fact-sheets/Grupa-Azoty_Tarfuse-POM_Datenblatt_EN.pdf,p. 2: Recommended print processing parameters; Physical properties; Mechanical properties (XY flat),M087 / G087-02,retrieved,Not applicable,ef0bbc0dd06cf77c1c14d95f0338d3541e287b36920e5f212492399fcb3263ea
R-STRATASYS-FDM-NYLON12-MDS,Stratasys,FDM Nylon 12 Data Sheet,Not published (file metadata 2021-09),Not published,2026-09-13,Manufacturer TDS,Not applicable,cited,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/nylon-12/mds_fdm_nylon-12_0921a.pdf,"Table 2 ordering information (310-21800); Table 3 physical properties; Table 4 mechanical properties (F900, T16 tip)",M052 / G052-R1,retrieved,Not applicable,d7c3536b4c6a9cabf3c08cb76d33864ecc231e79343e1834c02776e585caabf9
R-DUPONT-DELRIN-100P,DuPont,Product Information Delrin 100P NC010,060412/060413,Not published,2026-09-13,Resin supplier data sheet,Document mirrored by Upmold.,cited,https://upmold.com/wp-content/uploads/data-sheet/POM-DuPont-Delrin-100P%20NC010.pdf,Mechanical; Thermal; Other,M087 / G087-R1,retrieved,Not applicable,65ea95a42700a8d69cc0668a50684fadd79ab30480137d1e4c7445e20c3a248f
R-CELANESE-ZYTEL-101L,Celanese / DuPont,Zytel 101L NC010 Nylon Resin,Revised 2023-04-04 (Celanese Materials Database),Not published,2026-09-13,Resin supplier data sheet,Document mirrored by Quickparts.,cited,https://quickparts.com/wp-content/uploads/2023/04/zytel%C2%AE-101l-nc010-gb.pdf,Typical mechanical properties dry/cond.; Thermal properties; Other properties,M055 / G055-R1,retrieved,Not applicable,9a201771bddfa931faafbcab2fce64d01c57e6f36303340166bb87c4a62f69e9
R-DUPONT-ZYTEL-GUIDE,DuPont,DuPont Zytel nylon resin: product guide and properties,Not published,Not published,2026-09-13,Resin supplier data sheet,Document mirrored by T-Link.,cited,https://t-link.com.hk/MaterialSpec/Nylon66/ALL%20Zytel.pdf,"p. 8 Unreinforced PA612, Zytel 151L, DAM column",M058 / G058-R1,retrieved,Not applicable,4b28bc3c55f6cebb864463b497521e9dcdca89a1edd82de6fee0bb2a0e820092
R-TRINITY3DS-HYPERLITE-PP,"Trinity3DS (authorized 3DXTECH distributor), quoting 3DXTECH",HyperLite PP [Polypropylene] 3D Printing Filament: product description,Not published,Not published,2026-09-14,Manufacturer product page or guide,"The manufacturer's description, carried by a distributor.",cited,https://www.trinity3ds.com/3dxtech-filament/pp,Product description,G103-01; G082-01 until 2026-09-15,retrieved,Not applicable,14e5f7cc3b0082deadae376d32fcb15ff558d97d6342b0c16f12075bcc855118
S-POLYCN-PolySmooth-TDS-V5-4,Polymaker,PolySmooth Technical Data Sheet,V5.4,Not published,2026-09-16,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0548/7299/7945/files/PolySmooth_TDS_EN_V5.4.pdf?v=1731961910,p. 2: Physical properties; p. 3: Thermal properties; p. 4: Mechanical properties; p. 5: How to make specimens,G093-02 (the TDS linked from the Polymaker wiki PolySmooth page),retrieved,Not applicable,126df8abf06b12f4ba02ead2d247760a3087ebb5e6076a7187eab9acd1efb345
S-BVOH-ULTRAFUSE-TDS-v1-3,BASF Forward AM,Ultrafuse BVOH,Version No.: 1.3,2019-11-11,2026-09-16,Manufacturer TDS,Not applicable,cited,https://move.forward-am.com/hubfs/AES%20Documentation/Support%20Filaments/BVOH/TDS/Ultrafuse_BVOH_TDS_EN_v1.3.pdf,"p. 2: General and thermal properties; p. 3: Mechanical properties (print direction XY flat, XZ on its edge, ZX upright)",G076-02,retrieved,Not applicable,c45c6fb20e994a9e8370ac64174255778a8a3c07eeb6785eb1f2ee5be498adaa
R-FORWARDAM-ULTRAFUSE-BVOH-EXTENDED-TDS,BASF Forward AM,Ultrafuse BVOH Extended TDS: Complete Technical Documentation and Testing Summary,Version 1.0,Not published,2026-09-16,Manufacturer TDS,Document mirrored by Raise3D Japan.,corroboration,https://www.raise3d.jp/tds_ultrafuse_bvoh.pdf,"p. 3: Used for test specimens (Ultimaker S5, 210 °C, 60 °C bed, 40 mm/s); p. 4: Tensile and flexural properties by direction, footnotes 5-8 (conditioning and test speeds)","G076-02; the same values as S-BVOH-ULTRAFUSE-TDS-v1-3 with the specimen printer, conditioning (23 °C / 50% RH, 72 h) and test speeds",retrieved,Not applicable,5c312e6dd2740bf4264081441412666d526fb7ee1f12d681a63f468952a43eda
R-BRASKEM-FL300PE-PDS,Braskem,FL300PE Product Data Sheet,Not published,Not published,2026-09-16,Manufacturer TDS,Not applicable,cited,https://www.braskem.com.br/portal/usa/arquivos/3DPrinting/Product-Data-Sheet-FL300PE.pdf,p. 1: Printed Part Properties and its note (test specimens printed in X-Y direction),G085-02,retrieved,Not applicable,ab3c807e5dd2ad621b42205cbf2207658fac0fb8f4d1f5981173ea9741fafff5
R-KIMYA-TPC-91A-TDS,Kimya (Armor Group),TPC-91A Kimya technical data sheet,01/07/2019,2019-07,2026-09-16,Manufacturer TDS,Not applicable,cited,https://f.hubspotusercontent20.net/hubfs/7196278/Datasheets/Kimya/Kimya_TPC-91A_Technical_Data_Sheet.pdf,p. 1: Filament properties; p. 2: Print parameters and specimens dimensions; Printed specimens properties,G046-02,retrieved,Not applicable,0bc72b0b585d2d89de15cb7cdd8d3a3bb8fce568f0e1e0a1f4844cd5fe6521e6
R-DSM-ARNITEL-ID2045-TDS,DSM,Arnitel ID 2045 TPC: Property Data (Provisional),Provisional; print date 2018-12-13,2018-12-13,2026-09-16,Manufacturer TDS,Indexed at an authorized distributor. Document hosted by MatterHackers.,cited,https://www.matterhackers.com/r/kVK5ym,"p. 1: Material specific properties (3D printed tensile bars, 0°-90° and 45°-45°)","G046-03 (the ""Technical Data Sheet"" link of the MatterHackers DSM Arnitel ID2045 product page)",retrieved,Not applicable,7af735894d64fa7bd831892bd621c49e0171e343be57c8305983a7ffe8256aeb
S-ESUN-PLA-Silk-TDS-2025-06-19,eSUN,PLA-Silk Technical Data Sheet,Version 1.0 (JUL.2024); file dated 2025-06-19,2024-07,2026-09-16,Manufacturer TDS,Not applicable,cited,https://www.esun3d.com/media/esun/catalog/certification/product/PLA-Silk/PLA-Silk_TDS_2025.06.19.pdf,"p. 1: Physical and thermal properties; p. 2: Mechanical properties (X-Y, Z); p. 3: Test conditions of mechanical properties",G008-02,retrieved,Not applicable,bf6f16467b0580027121615fa1fda8de06a9f678d90e7b419768f33d002365da
R-YOUSU-POM-TDS,Guangzhou Yousu 3D Technology,Yousu POM 3D Filament Technical Data Sheet,"Version 2.0, revision date 18/12/2020",2020-12-18,2026-09-16,Manufacturer TDS,Not applicable,cited,https://ysfilament.com/u_file/2206/14/file/YOUSUPOMTDS-ae63.pdf,"p. 1: Physical, mechanical and thermal properties; p. 2: Basic parameters",G087-03,retrieved,Not applicable,c22e3d282abb75b28a5662a28ba2ba4e98b356fd6dfa27646707d5fc6a25bbb0
R-FILLAMENTUM-FLEXFILL-PEBA-90A-TDS,Fillamentum Manufacturing Czech,Technical Data Sheet Flexfill PEBA 90A,Not published,Not published,2026-09-16,Manufacturer TDS,Not applicable,cited,https://fillamentum.com/wp-content/uploads/2020/10/TDS_Flexfill-PEBA-90A_EN.pdf,"p. 1: Physical, mechanical and printing properties",G045-04,retrieved,Not applicable,58a32db0852fe8899985e64ab7895bee8c4e66cecd399fa9b967e732d5b51c79
R-FORMFUTURA-STYX-PA6-TDS,FormFutura,Technical Data Sheet STYX PA6,Version: 1.0; print date 28-02-2023,2023-02-28,2026-09-16,Manufacturer TDS,Not applicable,cited,https://www.formfutura.com/web/content/281451?download=true,"p. 1: Material properties, Mechanical properties, Thermal properties (typical value and test method; no specimen, direction or print settings stated); Storage and handling; p. 2: Disclaimer",G049-02,retrieved,Not applicable,5202ff7a803935abd6b61daa5b25dfa389515abd1a1ff0e1944fad91068b381c
R-NATUREWORKS-INGEO-SOLUBILITY,NatureWorks LLC,Solubility Study of Ingeo Biopolymer Grades in Common Organic Solvents,NWPD003_100319 V1,2019,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://natureworksllc.com/getContentAsset/83916624-88b9-490c-bab1-74294189824e/53ffd608-340f-457b-b656-6b8cc0000bd4/PropertiesDocument_Solubility-Test-Results_pdf-(1).pdf?language=en,"p. 1-3: Experimental, Results (Tables 1-3), Conclusions; p. 4: Combustibility","Polymer-level environmental behaviour of PLA (polymer_environment.csv); Ingeo 4060D, 2003D and 4032D pellets and moulded bars, no filament grade",retrieved,Not applicable,9522d1403034e17686962ddeb5655b6642258d8d8e4f658aab7488307eb805fb
R-NATUREWORKS-INGEO-3D850-TDS,NatureWorks LLC,Ingeo Biopolymer 3D850 Technical Data Sheet,NW3D850_090716V1,2016-09-07,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://natureworksllc.com/getContentAsset/6d5ea62c-7872-4297-aff7-67b8a53fe47f/53ffd608-340f-457b-b656-6b8cc0000bd4/TechnicalDataSheet_3D850_monofilament.pdf?language=en,p. 2: Drying,Polymer-level environmental behaviour of PLA (polymer_environment.csv); Ingeo 3D850 resin,retrieved,Not applicable,27dda0568119ffd9dcf16e73362dbfe8d7d1335f1c1786cd0235a8a0bbcbe3fe
R-EASTMAN-EASTAR-6763-TRS145,Eastman Chemical Company,Eastar copolyester 6763 Chemical resistance,TR-145D 10/11,2011-10,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://www.eastman.com/content/dam/eastman/corporate/en/literature/t/trs145.pdf,"p. 2-3: reagent table (% change in weight and thickness, appearance) after 1 year immersion at 23 °C",Polymer-level environmental behaviour of PETG (polymer_environment.csv); Eastar 6763 resin,retrieved,Not applicable,452624874b98d4a1fd77e506a997502a6a2e94b8ac8780e28c67d87b9463bd4e
R-BASF-STYRENE-COPOLYMERS-CHEM,BASF Aktiengesellschaft,Chemical Resistance of Styrene Copolymers,KTCI 9900 e 05.2002,2002-05,2026-09-16,Resin supplier data sheet,Document mirrored by OKW Gehäusesysteme.,cited,https://www.okwenclosures.com/en/media/e1c71e00-cf5c-11e2-896a-0050568225d7,"p. 2: overview table and symbol key; p. 3-11: test substance table (Terluran ABS and Luran S ASA columns, 20 °C and 50 °C)","Polymer-level environmental behaviour of ABS and ASA (polymer_environment.csv); Terluran (ABS) and Luran S (ASA) resins, now INEOS Styrolution",retrieved,Not applicable,0605fac201af222d6ab0cd02a1dcc8c4f49686dd572077545fa5dbcae8af1427
R-BASF-POLYSTYRENE-STYROLUX,BASF SE,"Polystyrene and Styrolux: General-purpose polystyrene (GPPS), High-impact polystyrene (HIPS), Styrene / butadiene-block copolymer (S/B/S)","KSEP 1002 BE, September 2010",2010-09,2026-09-16,Resin supplier data sheet,"Document mirrored by University of Connecticut, physics wiki.",cited,https://zeus.phys.uconn.edu/wiki/images/Polystyrene_properties.pdf,p. 12: Resistance to chemicals; p. 13: Aging behavior,"Polymer-level environmental behaviour of HIPS (polymer_environment.csv); Polystyrol GPPS and HIPS resins, now INEOS Styrolution",retrieved,Not applicable,0ae31d22fd6123e7740b67d891fa1a2dcba66ce226872aa6490a37da27decfd2
R-COVESTRO-MAKROLON-CHEM,Covestro Deutschland AG,Makrolon – The chemical resistance,"COV00081341, Edition 2016-12",2016-12,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://solutions.covestro.com/-/media/covestro/solution-center/whitepapers/makrolon---the-chemical-resistance.pdf,"p. 1: Types of damage; p. 2: Resistance to oils, greases, waxes and fuels; p. 3-4: Resistance to chemicals table (6 days at 23 °C and 50 °C)",Polymer-level environmental behaviour of PC (polymer_environment.csv); Makrolon 2800 test material,retrieved,Not applicable,d4220ccd4677885ec38325b8cde6e171e01db616702999503ed1a435007095ab
R-BASF-ELASTOLLAN-CHEM,BASF Polyurethanes GmbH,"Elastollan – Chemical properties (Elastollan material properties, chapter pages 36-46)",Not published,Not published,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://www.basf.com/dam/jcr:e42483e4-4087-3544-a6a2-f958427c1030/Elastollan_Properties-Chemical-Properties.pdf,"PDF p. 2: Chemical resistance (general, acids, hydrocarbons, oils, solvents); PDF p. 5-6: resistance table by reagent code (23 °C / 60 °C); PDF p. 7-8: solvent swelling table; PDF p. 10: Hydrolysis resistance; PDF p. 11: UV radiation","Polymer-level environmental behaviour of TPU (polymer_environment.csv); Elastollan standard ester grades (500, 800), C 85 A and ether grades (1100)",retrieved,Not applicable,1f535f78c4c04673eed4646a7e535cf9c5e588dccad2c655fd252e73fa5a77dc
R-BASF-ULTRAMID-CHEM,BASF Corporation,Ultramid Nylon Chemical Resistance,© 2021 BASF,2021,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://chemicals.basf.com/dam/jcr:7c5b6f87-b64c-4974-83d9-b261c5a25032/BASF_Ultramid_Nylon_Chemical_Resistance_Guide.pdf,p. 2: scope (unmodified Ultramid B27E PA6 and A27E PA66); p. 3: symbols and chemical resistance overview; p. 4-17: chemical table,Polymer-level environmental behaviour of PA6 and PA66 (polymer_environment.csv); Ultramid B (PA6) and A (PA66) base resins,retrieved,Not applicable,64fee9ab802f3c1bbfed55bed10ed22825ec9628e8f39ef9fcaefcce36baac24
R-EMS-GRIVORY-RESISTANCE-TO-CHEMICALS,EMS-GRIVORY,"Technical Data Sheet Grilon, Grilamid and Grivory – Resistance to Chemicals",2.006e 7.2022,2022-07,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://www.emsgrivory.com/fileadmin/user_upload/EMS-GRIVORY/documents/Brochures/English/Technical_Data_Sheet-Resistance-to-Chemicals_en_07-2022.pdf,"p. 1: general; p. 2: test conditions and key; p. 3: Hydrolysis resistance; p. 4-11: medium table (columns Grilon PA6/PA66, Grilamid L PA12, Grilamid S and D PA610/1010/612, Grilamid TR, Grivory G, GV, HT PPA)","Polymer-level environmental behaviour of PA, PA6, PA66, PA12, PA612 and PPA (polymer_environment.csv); unreinforced EMS resins, ISO test bars stored up to 12 months at room temperature",retrieved,Not applicable,d4d49f9c739119d8f39bb9b51826eee5992e1466b5643bd7881a357051c0c583
