PriceID,MaterialID,GradeID,Retailer,Variant / SKU,Packaging,Net mass kg,List price CAD,Sale price CAD,Stock,Eligible for median,Headline sample,Displayed price CAD,Currency,Market,Tax / shipping,Regular price basis,URL,SourceID,Access date,Notes
CA0090,M031,G031-01,3D Printing Canada,"White - Bambu Lab ASA Filament - 1.75mm, 1kg / Filament with spool",Spool,1,38.99,Not applicable,In stock,TRUE,TRUE,38.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Single-unit catalogue price; no higher compare-at price,https://3dprintingcanada.com/products/white-bambu-lab-asa-filament-175mm-1kg?variant=42126978646085,CA-3DPC4,2026-09-10,"Mass is filament only, not shipping/spool weight."
CA0091,M027,G027-01,3D Printing Canada,"White - Bambu Lab ABS Filament - 1.75mm, 1kg / Filament with spool",Spool,1,29.99,Not applicable,In stock,TRUE,FALSE,29.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Single-unit catalogue price; no higher compare-at price,https://3dprintingcanada.com/products/white-bambu-lab-abs-filament-175mm-1kg?variant=42126978744389,CA-3DPC4,2026-09-10,"Mass is filament only, not shipping/spool weight."
CA0092,M027,G027-01,3D Printing Canada,"Black - Bambu Lab ABS Filament - 1.75mm, 1kg / Refill",Refill,1,25.99,Not applicable,In stock,TRUE,FALSE,25.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Single-unit catalogue price; no higher compare-at price,https://3dprintingcanada.com/products/black-bambu-lab-abs-filament-175mm-1kg?variant=44538967556165,CA-3DPC4,2026-09-10,"Mass is filament only, not shipping/spool weight."
CA0093,M073,G073-01,3D Printing Canada,"Black - Bambu Lab PPS-CF Filament - 1.75mm, 0.75kg / Default Title",Spool,0.75,165.99,Not applicable,In stock,TRUE,TRUE,165.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Single-unit catalogue price; no higher compare-at price,https://3dprintingcanada.com/products/black-bambu-lab-pps-cf-filament-1-75mm?variant=42117851611205,CA-3DPC4,2026-09-10,"Mass is filament only, not shipping/spool weight."
CA0094,M088,G088-02,3D Printing Canada,"Pure Orange - Spectrum Premium PCTG Filament - 1.75mm, 1kg / Default Title",Spool,1,47.99,34.99,Out of stock,FALSE,FALSE,34.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Retailer compare-at price,https://3dprintingcanada.com/products/a316?variant=39990483910725,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight. Bulk or unresolved regular price excluded."
CA0095,M051,G051-02,3D Printing Canada,Black - 1.75mm 3DXTech FibreX™ PA6+GF30 Nylon Filament - 0.75 kg / Default Title,Spool,0.75,121.99,105.99,In stock,TRUE,FALSE,105.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Retailer compare-at price,https://3dprintingcanada.com/products/black-1-75mm-3dxtech-fibrex™-pa6-gf30-nylon-filament-0-75kg?variant=39898906198085,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight."
CA0096,M090,G090-02,3D Printing Canada,"Carbon Fiber CF10 - Spectrum Premium PCTG Filament - 1.75mm, 0.5kg / Default Title",Spool,0.5,60.99,51.84,Out of stock,FALSE,FALSE,51.84,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Retailer compare-at price,https://3dprintingcanada.com/products/carbon-fiber-cf10-1-75mm-spectrum-premium-pctg-filament-0-5-kg?variant=40564683767877,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight. Bulk or unresolved regular price excluded."
CA0097,M081,G081-02,3D Printing Canada,"Deep Black - Spectrum HIPS-X Filament - 1.75mm, 1kg / Default Title",Spool,1,42.99,24.99,Out of stock,FALSE,FALSE,24.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Retailer compare-at price,https://3dprintingcanada.com/products/a22?variant=39990417358917,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight. Bulk or unresolved regular price excluded."
CA0098,M047,G047-03,3D Printing Canada,"Black - Spectrum PA6 Neat Filament - 1.75mm, 0.75kg / Default Title",Spool,0.75,121.99,103.69,In stock,TRUE,FALSE,103.69,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Quarantined 2026-09-13: duplicate listing of the product under G049-01,https://3dprintingcanada.com/products/a298?variant=39990481158213,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight."
CA0099,M049,G049-01,3D Printing Canada,"Black - Spectrum PA6 Neat Filament - 1.75mm, 0.75kg / Default Title",Spool,0.75,121.99,103.69,In stock,TRUE,TRUE,103.69,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Retailer compare-at price,https://3dprintingcanada.com/products/a298?variant=39990481158213,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight."
CA0100,M081,G081-02,3D Printing Canada,"Gypsum White - Spectrum HIPS-X Filament - 1.75mm, 1kg / Default Title",Spool,1,42.99,24.99,In stock,TRUE,TRUE,24.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Retailer compare-at price,https://3dprintingcanada.com/products/a19?variant=39990416736325,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight."
CA0101,M051,G051-02,3D Printing Canada,Black - 1.75mm 3DXTech FibreX™ PA6+GF30 Nylon Filament - 0.5 kg / Default Title,Spool,0.5,104.99,90.99,In stock,TRUE,FALSE,90.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Retailer compare-at price,https://3dprintingcanada.com/products/black-1-75mm-3dxtech-fibrex™-pa6-gf30-nylon-filament-0-5-kg?variant=40669954998341,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight."
CA0102,M072,G072-02,3D Printing Canada,"Natural - Spectrum PPS AM230 Filament - 1.75mm, 0.75kg / Default Title",Spool,0.75,146.99,124.94,Out of stock,FALSE,FALSE,124.94,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Retailer compare-at price,https://3dprintingcanada.com/products/natural-1-75mm-spectrum-pps-am230-filament-0-75-kg?variant=40561727963205,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight. Bulk or unresolved regular price excluded."
CA0103,M099,G099-01,3D Printing Canada,Natural - 1.75mm 3DXTech ThermaX™ PEI Using Ultem 1010 Filament - 0.5 kg / Default Title,Spool,0.5,176.99,153.99,Out of stock,FALSE,FALSE,153.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Retailer compare-at price,https://3dprintingcanada.com/products/natural-1-75mm-3dxtech-thermax™-pei-using-ultem-1010-filament-0-5-kg?variant=40977359667269,CA-ADVANCED,2026-09-10,"Mass is filament only, not shipping/spool weight. Bulk or unresolved regular price excluded."
CA0104,M031,G031-01,Shop3D.ca,Bambu Lab - ASA Filament (1.75mm) 1kg / Black,Spool,1,38.99,Not applicable,In stock,TRUE,TRUE,38.99,CAD,Canadian storefront,Excluded; shipping calculated at checkout,Single-unit catalogue price; no higher compare-at price,https://shop3d.ca/products/bambu-lab-asa-filament-1-75mm-1kg-1?variant=47618587689174,CA-SHOP3D1,2026-09-10,"Mass is filament only, not shipping/spool weight."
