MeasurementID,MaterialID,GradeID,Property,Raw value,Raw unit,Raw numeric,Raw uncertainty ±,Raw upper bound,Operator,Conversion factor,Normalized value,Normalized uncertainty ±,Normalized upper bound,Normalized unit,Data status,Specimen type,Direction,Moisture condition,Moisture state,Post-processing,Post-processing state,Anneal °C,Anneal h,Test temperature,Standard / load,Standards,Test load MPa,Notch,Specimen / print parameters,SourceID,Locator,Notes,Parse review
V003285,M028,G028-03,Glass transition temperature,105 °C,°C,105,Not applicable,Not applicable,=,1,105,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Not published,Not published,Not applicable,Not applicable,Not published,X-ECOMAX-FIBREX-GF-ABS-TDS-v1,p. 1: Glass Transition Temperature DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003286,M028,G028-03,HDT,98 °C,°C,98,Not applicable,Not applicable,=,1,98,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-FIBREX-GF-ABS-TDS-v1,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003287,M031,G031-05,Density,1.07 g/cc,g/cc,1.07,Not applicable,Not applicable,=,1000,1070,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-ASA-TDS-v3,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003288,M031,G031-05,Tensile break strength,45 MPa,MPa,45,Not applicable,Not applicable,=,1,45,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-ASA-TDS-v3,"p. 1: Tensile Strength, Break ISO 527 MPa","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003289,M031,G031-05,Tensile modulus,2010 MPa,MPa,2010,Not applicable,Not applicable,=,0.001,2.01,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-ASA-TDS-v3,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003290,M031,G031-05,Elongation at break,10 %,%,10,Not applicable,Not applicable,=,1,10,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-ASA-TDS-v3,"p. 1: Tensile Elongation, Break ISO 527 %","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003291,M031,G031-05,Flexural strength,78 MPa,MPa,78,Not applicable,Not applicable,=,1,78,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-ASA-TDS-v3,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003292,M031,G031-05,Flexural modulus,2000 MPa,MPa,2000,Not applicable,Not applicable,=,0.001,2,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-ASA-TDS-v3,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003293,M031,G031-05,Glass transition temperature,105 °C,°C,105,Not applicable,Not applicable,=,1,105,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Tg DSC °C,DSC,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-ASA-TDS-v3,p. 1: Glass Transition Temperature (Tg) DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003294,M031,G031-05,HDT,95 °C,°C,95,Not applicable,Not applicable,=,1,95,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-3DXMAX-ASA-TDS-v3,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003295,M123,G123-01,Density,1.34 g/cc,g/cc,1.34,Not applicable,Not applicable,=,1000,1340,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-Ultem1010-TDS-v3-1,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003296,M123,G123-01,Tensile break strength,62 MPa,MPa,62,Not applicable,Not applicable,=,1,62,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-Ultem1010-TDS-v3-1,"p. 1: Tensile Strength, Break ISO 527 MPa","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003297,M123,G123-01,Tensile modulus,2710 MPa,MPa,2710,Not applicable,Not applicable,=,0.001,2.71,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-Ultem1010-TDS-v3-1,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003298,M123,G123-01,Elongation at break,4 %,%,4,Not applicable,Not applicable,=,1,4,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-Ultem1010-TDS-v3-1,"p. 1: Tensile Elongation, Break ISO 527 %","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003299,M123,G123-01,Flexural strength,115 MPa,MPa,115,Not applicable,Not applicable,=,1,115,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-Ultem1010-TDS-v3-1,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003300,M123,G123-01,Flexural modulus,2690 MPa,MPa,2690,Not applicable,Not applicable,=,0.001,2.69,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-Ultem1010-TDS-v3-1,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003301,M123,G123-01,Glass transition temperature,205 °C,°C,205,Not applicable,Not applicable,=,1,205,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 75,ISO 75,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-Ultem1010-TDS-v3-1,p. 1: Glass Transition Temperature (Tg) ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003302,M018,G018-04,Density,1.29 g/cc,g/cc,1.29,Not applicable,Not applicable,=,1000,1290,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-PLA-TDS-v3,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003303,M018,G018-04,Tensile break strength,48 MPa,MPa,48,Not applicable,Not applicable,=,1,48,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-PLA-TDS-v3,"p. 1: Tensile Strength, Break ISO 527 MPa","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003304,M018,G018-04,Tensile modulus,4950 MPa,MPa,4950,Not applicable,Not applicable,=,0.001,4.95,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-PLA-TDS-v3,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003305,M018,G018-04,Elongation at break,2 %,%,2,Not applicable,Not applicable,=,1,2,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-PLA-TDS-v3,"p. 1: Tensile Elongation, Break ISO 527 %","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003306,M018,G018-04,Flexural strength,89 MPa,MPa,89,Not applicable,Not applicable,=,1,89,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-PLA-TDS-v3,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003307,M018,G018-04,Flexural modulus,6320 MPa,MPa,6320,Not applicable,Not applicable,=,0.001,6.32,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-PLA-TDS-v3,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003308,M018,G018-04,Glass transition temperature,60 °C,°C,60,Not applicable,Not applicable,=,1,60,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Tg DSC °C,DSC,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-PLA-TDS-v3,p. 1: Glass Transition Temperature (Tg) DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003309,M018,G018-04,HDT,91 °C,°C,91,Not applicable,Not applicable,=,1,91,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-CarbonX-CF-PLA-TDS-v3,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003310,M124,G124-01,Density,1.34 g/cc,g/cc,1.34,Not applicable,Not applicable,=,1000,1340,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PPS-v3-TDS,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003311,M124,G124-01,Tensile break strength,55 MPa,MPa,55,Not applicable,Not applicable,=,1,55,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PPS-v3-TDS,"p. 1: Tensile Strength, Break ISO 527 MPa","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003312,M124,G124-01,Tensile modulus,2600 MPa,MPa,2600,Not applicable,Not applicable,=,0.001,2.6,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PPS-v3-TDS,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003313,M124,G124-01,Elongation at break,8 %,%,8,Not applicable,Not applicable,=,1,8,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PPS-v3-TDS,"p. 1: Tensile Elongation, Break ISO 527 %","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003314,M124,G124-01,Flexural strength,55 MPa,MPa,55,Not applicable,Not applicable,=,1,55,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PPS-v3-TDS,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003315,M124,G124-01,Flexural modulus,2650 MPa,MPa,2650,Not applicable,Not applicable,=,0.001,2.65,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PPS-v3-TDS,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003316,M124,G124-01,Glass transition temperature,83 °C,°C,83,Not applicable,Not applicable,=,1,83,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Tg DSC °C,DSC,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PPS-v3-TDS,p. 1: Glass Transition Temperature (Tg) DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003317,M124,G124-01,HDT,93 °C,°C,93,Not applicable,Not applicable,=,1,93,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PPS-v3-TDS,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
