MeasurementID,SourceID,Property,Field,Recorded,Fresh,Locator,FreshLocator
V005797,R-COLORFABB-TDS-E-ColorFabb-Economy-PLA,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005798,R-COLORFABB-TDS-E-ColorFabb-Economy-PLA,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005799,R-COLORFABB-TDS-E-ColorFabb-Economy-PLA,Charpy strength,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Charpy Impact Charpy Notch, ISO 179","p. 1: Charpy Impact Charpy Notch, ISO 179"
V005800,R-COLORFABB-TDS-E-ColorFabb-Economy-PLA,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005801,R-COLORFABB-TDS-E-ColorFabb-Economy-PLA,Glass transition temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005802,R-COLORFABB-TDS-E-ColorFabb-Economy-PLA,Melting temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melting Temp. DSC, ISO 11357","p. 1: Melting Temp. DSC, ISO 11357"
V005803,R-COLORFABB-TDS-E-ColorFabb-Economy-PLA,HDT,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Heat Deflection Temp. HDT-B, ISO 75","p. 1: Heat Deflection Temp. HDT-B, ISO 75"
V005804,R-COLORFABB-TDS-E-ColorFabb-Economy-PLA,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (210°C/2.16 kg)","p. 1: Melt Flow Index MFI, (210°C/2.16 kg)"
V005805,R-COLORFABB-TDS-E-ColorFabb-Economy-PLA,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (190°C/1,16 kg)","p. 1: Melt Flow Index MFI, (190°C/1,16 kg)"
V005806,R-COLORFABB-TDS-PET-ULTRA-HIGH-SPEED,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005807,R-COLORFABB-TDS-PET-ULTRA-HIGH-SPEED,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005808,R-COLORFABB-TDS-PET-ULTRA-HIGH-SPEED,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005809,R-COLORFABB-TDS-PET-ULTRA-HIGH-SPEED,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005810,R-COLORFABB-TDS-PET-ULTRA-HIGH-SPEED,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005811,R-COLORFABB-TDS-PET-ULTRA-HIGH-SPEED,Glass transition temperature,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005812,R-COLORFABB-TDS-PET-FLEX-MAX,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005813,R-COLORFABB-TDS-PET-FLEX-MAX,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005814,R-COLORFABB-TDS-PET-FLEX-MAX,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005815,R-COLORFABB-TDS-PET-FLEX-MAX,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005816,R-COLORFABB-TDS-PET-FLEX-MAX,Glass transition temperature,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005836,R-COLORFABB-TDS-LW-PET-FLEX,Glass transition temperature,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005837,R-COLORFABB-TDS-colorFabb-TPU85A,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005838,R-COLORFABB-TDS-colorFabb-TPU85A,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005839,R-COLORFABB-TDS-colorFabb-TPU85A,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005840,R-COLORFABB-TDS-colorFabb-TPU85A,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005841,R-COLORFABB-TDS-colorFabb-TPU85A,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005842,R-COLORFABB-TDS-colorFabb-TPU85A,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005843,R-COLORFABB-TDS-colorFabb-TPU85A,Hardness,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Shore Hardness Shore A,p. 1: Shore Hardness Shore A
V005844,R-COLORFABB-TDS-colorFabb-TPU85A,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Raw material value,p. 1: Tensile Strength DIN 53504-S2,p. 1: Tensile Strength DIN 53504-S2
V005845,R-COLORFABB-TDS-colorFabb-TPU85A,Elongation at break,Specimen type,Not published (do not assume printed),Raw material value,p. 1: Elongation at break DIN 53504-S2,p. 1: Elongation at break DIN 53504-S2
V005846,R-COLORFABB-TDS-colorFabb-TPU85A,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Specific Gravity ASTM D-2240,p. 1: Specific Gravity ASTM D-2240
V005847,R-COLORFABB-TDS-E-ColorFabb-PLA-HP-7a500b,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005848,R-COLORFABB-TDS-E-ColorFabb-PLA-HP-7a500b,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005849,R-COLORFABB-TDS-E-ColorFabb-PLA-HP-7a500b,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005850,R-COLORFABB-TDS-E-ColorFabb-PLA-HP-7a500b,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005851,R-COLORFABB-TDS-E-ColorFabb-PLA-HP-7a500b,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005852,R-COLORFABB-TDS-E-ColorFabb-PLA-HP-7a500b,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Charpy Impact Charpy Notch, ISO 179","p. 1: Charpy Impact Charpy Notch, ISO 179"
V005853,R-COLORFABB-TDS-E-ColorFabb-PLA-HP-7a500b,HDT,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Heat Deflection Temp.* HDT-B, ISO 75","p. 1: Heat Deflection Temp.* HDT-B, ISO 75"
V005854,R-COLORFABB-TDS-varioShore-PEBA40D,Tensile modulus,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005855,R-COLORFABB-TDS-varioShore-PEBA40D,Flexural modulus,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005856,R-COLORFABB-TDS-varioShore-PEBA40D,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005857,R-COLORFABB-TDS-varioShore-PEBA40D,Hardness,Specimen type,Not published (do not assume printed),Raw material value,p. 1: Shore hardness ISO 7619-1,p. 1: Shore hardness ISO 7619-1
V005858,R-COLORFABB-TDS-varioShore-PEBA40D,Melting temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melting Temp. DSC, ISO 11357","p. 1: Melting Temp. DSC, ISO 11357"
V005859,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005860,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005861,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005862,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005863,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005864,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005866,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005867,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Hardness,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Shore Hardness Shore A, ISO 868","p. 1: Shore Hardness Shore A, ISO 868"
V005868,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Glass transition temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005869,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Melting temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melting Temp. DSC, ISO 11357","p. 1: Melting Temp. DSC, ISO 11357"
V005870,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,HDT,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Heat Deflection Temp. HDT-B, ISO 36","p. 1: Heat Deflection Temp. HDT-B, ISO 36"
V005871,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (230°C/2.16 kg)","p. 1: Melt Flow Index MFI, (230°C/2.16 kg)"
V005872,R-COLORFABB-TDS-E-ColorFabb-nGen-FLEX,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (215°C/1,16 kg)","p. 1: Melt Flow Index MFI, (215°C/1,16 kg)"
V005873,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005874,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005875,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005876,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005877,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005878,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005880,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005881,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy,Glass transition temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005882,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy,HDT,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Heat Deflection Temp. HDT-B, ISO 75","p. 1: Heat Deflection Temp. HDT-B, ISO 75"
V005883,R-COLORFABB-TDS-E-ColorFabb-nGen,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005884,R-COLORFABB-TDS-E-ColorFabb-nGen,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005885,R-COLORFABB-TDS-E-ColorFabb-nGen,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005886,R-COLORFABB-TDS-E-ColorFabb-nGen,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005887,R-COLORFABB-TDS-E-ColorFabb-nGen,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Tensile Strength Tensile, ASTM D638","p. 1: Tensile Strength Tensile, ASTM D638"
V005888,R-COLORFABB-TDS-E-ColorFabb-nGen,Elongation at break,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Elongation at break Tensile, ASTM D638","p. 1: Elongation at break Tensile, ASTM D638"
V005889,R-COLORFABB-TDS-E-ColorFabb-nGen,Flexural modulus,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Flexural Modulus Flexural, ASTM D790","p. 1: Flexural Modulus Flexural, ASTM D790"
V005890,R-COLORFABB-TDS-E-ColorFabb-nGen,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005891,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005892,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005893,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005894,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005895,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005896,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005897,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Charpy strength,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Charpy Impact Charpy Notch, ISO 179","p. 1: Charpy Impact Charpy Notch, ISO 179"
V005898,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005899,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Glass transition temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005900,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Melting temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melting Temp. DSC, ISO 11357","p. 1: Melting Temp. DSC, ISO 11357"
V005901,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,HDT,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Heat Deflection Temp. HDT-B, ISO 75","p. 1: Heat Deflection Temp. HDT-B, ISO 75"
V005902,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (210°C/2.16 kg)","p. 1: Melt Flow Index MFI, (210°C/2.16 kg)"
V005903,R-COLORFABB-TDS-E-ColorFabb-Color-on-Demand,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (190°C/1,16 kg)","p. 1: Melt Flow Index MFI, (190°C/1,16 kg)"
V005904,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005905,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005906,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005907,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005908,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005909,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005910,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Charpy strength,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Charpy Impact Charpy Notch, ISO 179","p. 1: Charpy Impact Charpy Notch, ISO 179"
V005911,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005912,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Glass transition temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005913,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Melting temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melting Temp. DSC, ISO 11357","p. 1: Melting Temp. DSC, ISO 11357"
V005914,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,HDT,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Heat Deflection Temp. HDT-B, ISO 75","p. 1: Heat Deflection Temp. HDT-B, ISO 75"
V005915,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (210°C/2.16 kg)","p. 1: Melt Flow Index MFI, (210°C/2.16 kg)"
V005916,R-COLORFABB-TDS-E-colorFabb-PLA-Regrind,Melt mass-flow rate,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melt Flow Index MFI, (190°C/1,16 kg)","p. 1: Melt Flow Index MFI, (190°C/1,16 kg)"
V005929,R-COLORFABB-TDS-E-ColorFabb-ASA,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005930,R-COLORFABB-TDS-E-ColorFabb-ASA,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005931,R-COLORFABB-TDS-E-ColorFabb-ASA,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005932,R-COLORFABB-TDS-E-ColorFabb-ASA,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005933,R-COLORFABB-TDS-E-ColorFabb-ASA,Flexural modulus,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005934,R-COLORFABB-TDS-E-ColorFabb-ASA,Flexural strength,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005935,R-COLORFABB-TDS-E-ColorFabb-ASA,Izod impact strength,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Izod Impact Strength Izod Notch, ISO 180","p. 1: Izod Impact Strength Izod Notch, ISO 180"
V005936,R-COLORFABB-TDS-E-ColorFabb-ASA,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Density ISO 1183,p. 1: Density ISO 1183
V005937,R-COLORFABB-TDS-E-ColorFabb-ASA,HDT,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Heat Deflection Temp. HDT-B, ISO 75","p. 1: Heat Deflection Temp. HDT-B, ISO 75"
V005939,R-COLORFABB-TDS-colorFabb-TPU95A,Tensile modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Youngs Modulus Tensile, ISO 527-1A","p. 1: Youngs Modulus Tensile, ISO 527-1A"
V005940,R-COLORFABB-TDS-colorFabb-TPU95A,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Tensile Strength Tensile, ISO 527-1A","p. 1: Tensile Strength Tensile, ISO 527-1A"
V005941,R-COLORFABB-TDS-colorFabb-TPU95A,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Elongation at break Tensile, ISO 527-1A","p. 1: Elongation at break Tensile, ISO 527-1A"
V005942,R-COLORFABB-TDS-colorFabb-TPU95A,Flexural modulus,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Modulus Flexural, ISO 178","p. 1: Flexural Modulus Flexural, ISO 178"
V005943,R-COLORFABB-TDS-colorFabb-TPU95A,Flexural strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Flexural Strength Flexural, ISO 178","p. 1: Flexural Strength Flexural, ISO 178"
V005944,R-COLORFABB-TDS-colorFabb-TPU95A,Charpy strength,Specimen type,Not published (do not assume printed),Printed specimen,"p. 1: Impact Strength Charpy Notch, ISO 179","p. 1: Impact Strength Charpy Notch, ISO 179"
V005945,R-COLORFABB-TDS-colorFabb-TPU95A,Hardness,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Shore Hardness Shore A,p. 1: Shore Hardness Shore A
V005946,R-COLORFABB-TDS-colorFabb-TPU95A,Tensile strength (endpoint unspecified),Specimen type,Not published (do not assume printed),Raw material value,p. 1: Tensile Strength ASTM D-412,p. 1: Tensile Strength ASTM D-412
V005947,R-COLORFABB-TDS-colorFabb-TPU95A,Elongation at break,Specimen type,Not published (do not assume printed),Raw material value,p. 1: Elongation at break ASTM D-412,p. 1: Elongation at break ASTM D-412
V005948,R-COLORFABB-TDS-colorFabb-TPU95A,Density,Specimen type,Not published (density specimen form not explicitly established),Raw material value,p. 1: Specific Gravity ASTM D-2240,p. 1: Specific Gravity ASTM D-2240
V005949,R-COLORFABB-TDS-colorFabb-TPU95A,Glass transition temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Glass Transition Temp. DSC, ISO 11357","p. 1: Glass Transition Temp. DSC, ISO 11357"
V005950,R-COLORFABB-TDS-colorFabb-TPU95A,Melting temperature,Specimen type,Not published (do not assume printed),Raw material value,"p. 1: Melting Temp. DSC, ISO 11357","p. 1: Melting Temp. DSC, ISO 11357"
V005951,R-COLORFABB-TDS-varioShore-TPU85A,Elongation at break,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: elongation Stress @,p. 1: elongation Stress elongation
