MeasurementID,SourceID,Property,Field,Recorded,Fresh,Locator,FreshLocator
V000001,X-ECOMAX-PLA-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V000027,S-POLYCN-PolySonic-PLA-EN-V5-3-TDS,Charpy strength,Notch,Not published,Unnotched,p. 3: Charpy impact strength (X-Y),p. 3: Charpy impact strength (X-Y)
V000037,S-POLYCN-PolySonic-PLA-EN-V5-3-TDS,Charpy strength,Notch,Not published,Unnotched,p. 3: Charpy impact strength (X-Y),p. 3: Charpy impact strength (X-Y)
V000049,B-pla-basic-filament-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000070,B-pla-matte-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000090,B-pla-basic-gradient-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000110,B-pla-tough-upgrade-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000130,B-pla-translucent-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000150,B-pla-silk-upgrade-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000171,B-pla-silk-dual-color-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000190,B-pla-metal-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000210,B-pla-marble-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000250,B-pla-wood-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000270,B-pla-galaxy-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000289,B-pla-glow-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000309,B-pla-aero-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000330,B-pla-cf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000408,S-POLYCN-PolyLite-PETG-TDS-V5-3,Charpy strength,Notch,Not published,Unnotched,p. 4: Charpy impact strength (X-Y),p. 4: Charpy impact strength (X-Y)
V000418,I-PETG-TDS,Izod impact strength,Direction,Not published,Not applicable,"p. 1: Notched Izod Impact Strength 23ºC, 50 % RH","p. 1: Notched Izod Impact Strength 23°C, 50 % RH ISO 180"
V000418,I-PETG-TDS,Izod impact strength,Test temperature,Not published,23°C,"p. 1: Notched Izod Impact Strength 23ºC, 50 % RH","p. 1: Notched Izod Impact Strength 23°C, 50 % RH ISO 180"
V000430,B-petg-basic-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000450,B-petg-hf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000470,B-petg-translucent-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000491,B-petg-cf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000506,I-PETG-Glass-Fiber-Technical-Data-Sheet,Melting temperature,Standard / load,Not published,DSC,p. 1: Melting point,p. 1: Melting point
V000506,I-PETG-Glass-Fiber-Technical-Data-Sheet,Melting temperature,Standards,Not published,DSC,p. 1: Melting point,p. 1: Melting point
V000510,X-3DXSTAT-ESD-PETG-TDS-v03,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V000543,S-SPECTRUM-en-tds-spectrum-petg-esd,Hardness,Direction,Not published,Not applicable,"p. 1: Rockwell Hardness, R Scale","p. 1: Rockwell Hardness, R Scale"
V000553,B-abs-filament-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000574,B-abs-gf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000587,X-CarbonX-CF-ABS-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V000596,X-3DXSTAT-ESD-ABS-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V000619,B-asa-filament-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000640,B-asa-aero-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000658,B-asa-cf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000674,I-ASA-Glass-Fiber-Technical-Data-Sheet,Melting temperature,Standard / load,Not published,DSC,p. 1: Melting point,p. 1: Melting point
V000674,I-ASA-Glass-Fiber-Technical-Data-Sheet,Melting temperature,Standards,Not published,DSC,p. 1: Melting point,p. 1: Melting point
V000684,B-PC-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000705,B-pc-fr-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000719,X-CarbonX-CF-PC-TDSv3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V000774,B-tpu-for-ams-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000790,B-tpu-95a-hf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000809,B-TPU-SOFT-TDS-4,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000825,B-TPU-SOFT-TDS-5,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000842,S-PEBA-PEBA90A-TDS-en,Vicat softening temperature,Test temperature,Not published,120°C,"p. 1: Vicat Softening Point (120℃, 10N)","p. 1: Vicat Softening Point(120℃,10N) GB/T 1633"
V000847,S-SPECTRUM-en-tds-spectrum-peba,Hardness,Direction,Not published,Not applicable,p. 1: Shore D Hardness,p. 1: Shore D Hardness
V000848,S-SPECTRUM-en-tds-spectrum-peba,Hardness,Direction,Not published,Not applicable,p. 1: Shore A Hardness,p. 1: Shore A Hardness
V000849,S-SPECTRUM-en-tds-spectrum-peba,Tensile modulus,Test temperature,Not published,23°C,"p. 1: Tensile modulus, 23°C, injection moulding","p. 1: Tensile modulus, 23°C, injection moulding"
V000850,S-SPECTRUM-en-tds-spectrum-peba,Tensile strength (endpoint unspecified),Test temperature,Not published,23°C,"p. 1: Tensile strength, 23°C, injection moulding","p. 1: Tensile strength, 23°C, injection moulding"
V000851,S-SPECTRUM-en-tds-spectrum-peba,Elongation at break,Test temperature,Not published,23°C,"p. 1: Elongation at break, 23°C, injection moulding","p. 1: Elongation at break, 23°C, injection moulding"
V000852,S-SPECTRUM-en-tds-spectrum-peba,Flexural modulus,Test temperature,Not published,23°C,"p. 1: Flexural modulus, 23°C, injection moulding","p. 1: Flexural modulus, 23°C, injection moulding"
V000853,S-SPECTRUM-en-tds-spectrum-peba,Flexural strength,Test temperature,Not published,23°C,"p. 1: Flexural strength, 23°C, injection moulding","p. 1: Flexural strength, 23°C, injection moulding"
V000903,B-paht-cf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000918,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,Water absorption,Test temperature,Not published,23°C,"p. 1: Water absorption, 23°C/24h","p. 1: Water absorption, 23°C/24h"
V000919,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,Tensile strength (endpoint unspecified),Moisture condition,Not published,Dry,"p. 1: Tensile strength (dry, at 50 mm/min)","p. 1: Tensile strength (dry, at 50 mm/min)"
V000919,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,Tensile strength (endpoint unspecified),Moisture state,not-stated,dry,"p. 1: Tensile strength (dry, at 50 mm/min)","p. 1: Tensile strength (dry, at 50 mm/min)"
V000921,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,Charpy strength,Direction,Not published,Not applicable,"p. 1: Impact strength (dry, 80x10x4mm)","p. 1: Impact strength (dry, 80x10x4mm)"
V000921,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,Charpy strength,Moisture condition,Not published,Dry,"p. 1: Impact strength (dry, 80x10x4mm)","p. 1: Impact strength (dry, 80x10x4mm)"
V000921,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,Charpy strength,Moisture state,not-stated,dry,"p. 1: Impact strength (dry, 80x10x4mm)","p. 1: Impact strength (dry, 80x10x4mm)"
V000929,B-pa6-cf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000950,B-pa6-gf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V000964,X-CarbonX-CF-PA12-TDS-v1,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V000990,S-POLYCN-PolyMide-PA12-CF-TDS-V5-1-1,Charpy strength,Notch,Not published,Unnotched,p. 4: Charpy impact strength (X-Y),p. 4: Charpy impact strength (X-Y)
V001000,S-POLYCN-PolyMide-PA12-CF-TDS-V5-1-1,Charpy strength,Notch,Not published,Unnotched,p. 4: Charpy impact strength (X-Y),p. 4: Charpy impact strength (X-Y)
V001005,S-SPECTRUM-en-tds-spectrum-pa12-cf15,Charpy strength,Direction,Not published,Not applicable,p. 1: Charpy Impact Strength,p. 1: Charpy Impact Strength
V001006,S-SPECTRUM-en-tds-spectrum-pa12-cf15,Charpy strength,Direction,Not published,Not applicable,p. 1: Charpy Notched Impact Strength,p. 1: Charpy Notched Impact Strength
V001007,X-FIBREX-PA12-GF30-TDS-v1-0,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001033,S-POLYCN-PolyMide-CoPA-TDS-V5-2,Charpy strength,Notch,Not published,Unnotched,p. 4: Charpy impact strength (X-Y),p. 4: Charpy impact strength (X-Y)
V001043,S-POLYCN-PolyMide-CoPA-TDS-V5-2,Charpy strength,Notch,Not published,Unnotched,p. 4: Charpy impact strength (X,p. 4: Charpy impact strength (X-Y)
V001044,X-AMIDEX-PA6-Copolymer-v1-0,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001156,I-PA6-CF-TDS,Melting temperature,Standard / load,Not published,DSC,p. 1: Melting Point,p. 1: Melting Point
V001156,I-PA6-CF-TDS,Melting temperature,Standards,Not published,DSC,p. 1: Melting Point,p. 1: Melting Point
V001163,X-AMIDEX-Nylon-GF30-TDS-v1,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001189,S-POLYCN-PolyMide-PA6-GF-TDS-V5-1,Charpy strength,Notch,Not published,Unnotched,p. 4: Charpy impact strength (X-Y),p. 4: Charpy impact strength (X-Y)
V001199,S-POLYCN-PolyMide-PA6-GF-TDS-V5-1,Charpy strength,Notch,Not published,Unnotched,p. 4: Charpy impact strength (X-Y),p. 4: Charpy impact strength (X-Y)
V001271,B-pet-cf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V001286,S-PPA-TDS,Water absorption,Test temperature,Not published,25°C,p. 1: Saturated Water Absorption Rate,"p. 1: Saturated Water Absorption Rate 25 °C,55% RH,room air"
V001309,B-ppa-cf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V001323,D-IPCON-PPA,Water absorption,Test temperature,Not published,25°C,p. 1: Saturated Water Absorption Rate,"p. 1: Saturated Water Absorption Rate 25 °C,55% RH,room air"
V001339,X-THERMAX-PPS-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001348,S-SPECTRUM-en-tds-spectrum-pps-am230,Charpy strength,Direction,Not published,Not applicable,"p. 1: Charpy impact strength, unnotched* (23°C)","p. 1: Charpy impact strength, unnotched* (23°C)"
V001348,S-SPECTRUM-en-tds-spectrum-pps-am230,Charpy strength,Test temperature,Not published,23°C,"p. 1: Charpy impact strength, unnotched* (23°C)","p. 1: Charpy impact strength, unnotched* (23°C)"
V001349,S-SPECTRUM-en-tds-spectrum-pps-am230,Charpy strength,Direction,Not published,Not applicable,"p. 1: Charpy impact strength, notched* (23°C)","p. 1: Charpy impact strength, notched* (23°C)"
V001349,S-SPECTRUM-en-tds-spectrum-pps-am230,Charpy strength,Test temperature,Not published,23°C,"p. 1: Charpy impact strength, notched* (23°C)","p. 1: Charpy impact strength, notched* (23°C)"
V001360,B-pps-cf-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V001375,S-PPSGF-TDS-0,Water absorption,Test temperature,Not published,25°C,p. 1: Saturated Water Absorption Rate,"p. 1: Saturated Water Absorption Rate 25 °C, 55% RH, room air"
V001412,B-pva-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V001433,B-support-for-pla-petg-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V001445,B-support-for-abs-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V001464,B-support-for-pa-pet-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption,"p. 2: Saturated Water Absorption 25 °C, 55% RH Rate"
V001470,X-3DXMAX-HIPS-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001485,S-SPECTRUM-en-tds-spectrum-hipsx,Charpy strength,Direction,Not published,Not applicable,p. 1: Charpy Notched Impact Strength,p. 1: Charpy Notched Impact Strength
V001486,S-SPECTRUM-en-tds-spectrum-hipsx,Izod impact strength,Direction,Not published,Not applicable,p. 1: Notched Izod Impact,p. 1: Notched Izod Impact
V001487,S-SPECTRUM-en-tds-spectrum-hipsx,Hardness,Direction,Not published,Not applicable,p. 1: Rockwell Hardness (R-Scale),p. 1: Rockwell Hardness (R-Scale)
V001502,X-CarbonX-CF-PP-TDSv1,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001509,X-FIBREX-GF-PP-TDS-v1,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001521,S-SPECTRUM-en-tds-spectrum-hdpe,Charpy strength,Direction,Not published,Not applicable,p. 1: Charpy Impact Strength,p. 1: Charpy Impact Strength
V001521,S-SPECTRUM-en-tds-spectrum-hdpe,Charpy strength,Notch,Not published,Unnotched,p. 1: Charpy Impact Strength,p. 1: Charpy Impact Strength
V001522,S-SPECTRUM-en-tds-spectrum-hdpe,Hardness,Direction,Not published,Not applicable,p. 1: Rockwell Hardness,p. 1: Rockwell Hardness
V001523,X-MAXG-PCTG-TDS-v1-0,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001533,S-SPECTRUM-en-tds-spectrum-pctg,Hardness,Direction,Not published,Not applicable,p. 1: Rockwell Hardness,p. 1: Rockwell Hardness
V001547,X-3DXMAX-PCABS-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001573,S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,Charpy strength,Notch,Not published,Unnotched,p. 4: Charpy impact strength (X-Y),p. 4: Charpy impact strength (X-Y)
V001576,S-SPECTRUM-en-tds-spectrum-pc-abs-fr-v0,Izod impact strength,Direction,Not published,Not applicable,p. 1: Notched Izod Impact Strength (23°C),p. 1: Notched Izod Impact Strength (23°C)
V001576,S-SPECTRUM-en-tds-spectrum-pc-abs-fr-v0,Izod impact strength,Test temperature,Not published,23°C,p. 1: Notched Izod Impact Strength (23°C),p. 1: Notched Izod Impact Strength (23°C)
V001601,S-POLYCN-Polymaker-PC-PBT-TDS-V5-1,Charpy strength,Notch,Not published,Unnotched,p. 4: Charpy impact strength (X-Y),p. 4: Charpy impact strength (X-Y)
V001603,X-FLUORX-PVDF-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001611,X-Themax-PEEK-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001618,X-Themax-PEEK-TDS-v3,HDT,Standard / load,ISO 75,0.45 ISO 75,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001618,X-Themax-PEEK-TDS-v3,HDT,Test load MPa,Not published,0.45,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001619,X-Thermax-PEKK-A-TDS-v2-1,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001626,X-Thermax-PEKK-A-TDS-v2-1,HDT,Standard / load,ISO 75,0.45 ISO 75,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001626,X-Thermax-PEKK-A-TDS-v2-1,HDT,Test load MPa,Not published,0.45,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001627,X-Thermax-PEKK-C-TDS-v3-3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001634,X-Thermax-PEKK-C-TDS-v3-3,HDT,Standard / load,ISO 75,0.45 ISO 75,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001634,X-Thermax-PEKK-C-TDS-v3-3,HDT,Test load MPa,Not published,0.45,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001635,X-THERMAX-PEI-1010-TDS-v4,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001642,X-THERMAX-PEI-1010-TDS-v4,HDT,Standard / load,ISO 75,0.45 ISO 75,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001642,X-THERMAX-PEI-1010-TDS-v4,HDT,Test load MPa,Not published,0.45,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001643,X-THERMAX-PSU-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001650,X-THERMAX-PSU-TDS-v3,HDT,Standard / load,ISO 75,0.45 ISO 75,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001650,X-THERMAX-PSU-TDS-v3,HDT,Test load MPa,Not published,0.45,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001658,S-PES-THERMAX-PES-TDS-v1-0,HDT,Standard / load,ISO 75,1.80 ISO 75,p. 1: Deflection Temperature at 1.80,p. 1: Deflection Temperature at 1.80 ISO 75 °C
V001658,S-PES-THERMAX-PES-TDS-v1-0,HDT,Test load MPa,Not published,1.8,p. 1: Deflection Temperature at 1.80,p. 1: Deflection Temperature at 1.80 ISO 75 °C
V001659,X-THERMAX-PPSU-TDS-v3,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density ISO 1183 g/cc
V001666,X-THERMAX-PPSU-TDS-v3,HDT,Standard / load,ISO 75,0.45 ISO 75,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001666,X-THERMAX-PPSU-TDS-v3,HDT,Test load MPa,Not published,0.45,p. 1: Deflection Temperature at 0.45,p. 1: Deflection Temperature at 0.45 ISO 75 °C
V001673,I-PPSU-TDS,Izod impact strength,Direction,Not published,Not applicable,p. 1: Notched,p. 1: Notched Izod Impact 3.18 mm ASTM D256
V001682,S-CPECF,Hardness,Direction,Not published,Not applicable,p. 1: Hardness,p. 1: Hardness
V001683,X-EVOLV3D-OBC-TDS,Density,Direction,Not published,Not applicable,p. 1: Density,p. 1: Density
V001683,X-EVOLV3D-OBC-TDS,Density,Specimen type,Not published (density specimen form not explicitly established),Printed specimen,p. 1: Density,p. 1: Density
V001684,X-EVOLV3D-OBC-TDS,Melting temperature,Direction,Not published,Not applicable,p. 1: Melting temperature,p. 1: Melting Temperature
V001684,X-EVOLV3D-OBC-TDS,Melting temperature,Specimen type,Not published (do not assume printed),Printed specimen,p. 1: Melting temperature,p. 1: Melting Temperature
V001690,S-TPC,Density,Direction,Not published,Not applicable,p. 2: Density,p. 2: Density
V001692,S-TPC,Glass transition temperature,Direction,Not published,Not applicable,p. 2: Glass transition temperature,p. 2: Glass Transition Temperature
V001694,S-TPC,Melting temperature,Direction,Not published,Not applicable,p. 2: Melting temperature,p. 2: Melting Temperature
V001701,S-PVB-PVB-Prusament-TDS-2021-10-EN,Hardness,Direction,Not published,Not applicable,p. 2: Hardness,p. 2: Hardness – Shore D
V001738,I-PEI-9085-TDS,Density,Direction,Not published,Not applicable,p. 2: Density,p. 2: Density
V001809,R-BAMBU-SUPPORT-PLA-NEW-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V001816,R-BAMBU-SUPPORT-PLA-NEW-TDS,Water absorption,Test temperature,Not published,25°C,p. 2: Saturated Water Absorption Rate,"p. 2: Saturated Water Absorption Rate 25 °C, 55% RH"
V002059,S-FIBER-PA612,Melt mass-flow rate,Test temperature,Not published,260°C,p. 1: Melt index,"p. 1: Melt index 260°C, 2.16 kg"
V002066,S-POLYCN-TDS-FIBERON-PA612-ESD-V1-0-EN-1,Melt mass-flow rate,Test temperature,Not published,275°C,p. 1: Melt index,"p. 1: Melt index 275°C, 5 kg"
V002074,S-FIBER-PPSGF-TDS-2,Melt mass-flow rate,Test temperature,Not published,300°C,p. 1: Melt index,"p. 1: Melt index 300°C, 5 kg"
V002081,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,Melt mass-flow rate,Test temperature,Not published,250°C,"p. 1: Melt flow rate (MFR), 250°C / 2,16kg","p. 1: Melt flow rate (MFR), 250°C / 2,16kg"
V002084,S-SPECTRUM-en-tds-spectrum-pc-cf,Izod impact strength,Direction,Not published,Not applicable,"p. 1: Izod Impact Strength, Notched @ 23°C","p. 1: Izod Impact Strength, Notched @ 23°C"
V002092,S-SPECTRUM-en-tds-spectrum-pctg-cf10,Impact strength,Direction,Not published,Not applicable,"p. 1: Izod Impact Strenght, Unnotched @ 23°C",p. 1: Izod Impact Strenght Unnotched @ 23°C
V002093,S-SPECTRUM-en-tds-spectrum-pctg-cf10,Impact strength,Direction,Not published,Not applicable,"p. 1: Izod Impact Strenght, Notched @ 23°C",p. 1: Izod Impact Strenght Notched @ 23°C
V002096,S-SPECTRUM-en-tds-spectrum-pa12-cf15,Melt mass-flow rate,Test temperature,Not published,210°C,"p. 1: MFR (210°C, 2.16kg)","p. 1: MFR (210°C, 2.16kg)"
V002102,S-SPECTRUM-en-tds-spectrum-hipsx,Melt mass-flow rate,Test temperature,Not published,200°C,"p. 1: Melt Flow Rate, (200°C/5.0kg)","p. 1: Melt Flow Rate, (200°C/5.0kg)"
V002111,B-pla-basic-filament-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002112,B-pla-matte-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002113,B-pla-basic-gradient-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002114,B-pla-tough-upgrade-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002115,B-pla-translucent-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002116,B-pla-silk-upgrade-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002117,B-pla-silk-dual-color-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002118,B-pla-metal-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002119,B-pla-marble-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002120,B-pla-sparkle-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
V002121,B-pla-wood-TDS,Melt mass-flow rate,Test temperature,Not published,210°C,p. 2: Melt Index,"p. 2: Melt Index 210 °C, 2.16 kg"
