check,level,severity,materialId,material,gradeId,measurementIds,property,value,expected,sourceId,locator,detail
D1-explore-kept-envelope-fails,screening,low,M094,PC-ABS,G094-01,,tensileStrengthXY,est 52.4-70.1 pl 50.3-73 screen 50.3-73,"envelope 28-65 fails >= 72.8 (worst margin x1.12, 6 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 52.4 to 70.1 MPa (plausibly 50.3 to 73); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M096,PVDF,G096-01,,tensileStrengthXY,est 45.9-62.3 pl 44-65 screen 44-65,"envelope 20-58 fails >= 65 (worst margin x1.12, 7 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 45.9 to 62.3 MPa (plausibly 44 to 65); possible, but never enough to pass"
D2-strict-pass-envelope-fails,screening,medium,M001,PLA,G001-01,V000008,hdt045,80,"envelope 49-66 fails >= 80 (worst margin x1.21, 11 thresholds)",,,known; status PASS; Published 80 °C
D2-strict-pass-envelope-fails,screening,medium,M021,PETG Basic,G021-01,V000431,tensileModulusXY,2.78,"envelope 1.1-2.6 fails >= 2.7 (worst margin x1.04, 2 thresholds)",,,known; status PASS; Published 2.78 GPa (XY)
D2-strict-pass-envelope-fails,screening,medium,M029,ABS-CF,G029-01,V000594,hdt045,76,"envelope 82-118 fails <= 76.4 (worst margin x1.07, 8 thresholds)",,,known; status PASS; Published 76 °C
D2-strict-pass-envelope-fails,screening,medium,M033,ASA-CF,G033-01,V000653,density,1020,"envelope 1040-1250 fails <= 1020 (worst margin x1.02, 4 thresholds)",,,known; status PASS; Published 1020 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M040,TPU for AMS,G040-01,V000775,tensileModulusXY,1.19,"envelope 0.003-0.45 fails >= 1.18 (worst margin x2.61, 25 thresholds)",,,known; status PASS; Published 1.19 GPa (XY)
D2-strict-pass-envelope-fails,screening,medium,M049,PA6,G049-01,V000917,density,1250,"envelope 1110-1180 fails >= 1250 (worst margin x1.06, 15 thresholds)",,,known; status PASS; Published 1250 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M050,PA6-CF,G050-01,V000922,density,1090,"envelope 1120-1330 fails <= 1090 (worst margin x1.03, 7 thresholds)",,,known; status PASS; Published 1090 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M051,PA6-GF,G051-01,V000943,density,1140,"envelope 1160-1450 fails <= 1140 (worst margin x1.02, 6 thresholds)",,,known; status PASS; Published 1140 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M059,PA612-CF,G059-01,V001052,density,1030,"envelope 1040-1260 fails <= 1030 (worst margin x1.01, 2 thresholds)",,,known; status PASS; Published 1030 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M067,PET-CF,G067-01,V001270,hdt045,205,"envelope 65-100 fails >= 194 (worst margin x1.94, 42 thresholds)",,,known; status PASS; Published 205 °C
D2-strict-pass-envelope-fails,screening,medium,M073,PPS-CF,G073-01,V001353,density,1260,"envelope 1290-1520 fails <= 1260 (worst margin x1.02, 8 thresholds)",,,known; status PASS; Published 1260 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M073,PPS-CF,G073-01,V001359,hdt045,264,"envelope 90-140 fails >= 260 (worst margin x1.86, 27 thresholds)",,,known; status PASS; Published 264 °C
D2-strict-pass-envelope-fails,screening,medium,M074,PPS-GF,G074-01,V001374,density,1360,"envelope 1380-1750 fails <= 1370 (worst margin x1.01, 3 thresholds)",,,known; status PASS; Published 1360 kg/m³
D2-strict-pass-envelope-fails,screening,medium,M074,PPS-GF,G074-01,V001378,hdt045,241,"envelope 90-140 fails >= 240 (worst margin x1.71, 23 thresholds)",,,known; status PASS; Published 241 °C
D2-strict-pass-envelope-fails,screening,medium,M090,CPE-CF,G090-01,V001676,density,1160,"envelope 1170-1400 fails <= 1160 (worst margin x1.01, 2 thresholds)",,,known; status PASS; Published 1160 kg/m³ (unknown)
D3-removed-though-envelope-passes,screening,medium,M001,PLA,G001-01,V000008,hdt045,80,"envelope 49-66 meets <= 79.6 (margin x1.21, 11 thresholds)",,,known; status FAIL; Published 80 °C
D3-removed-though-envelope-passes,screening,medium,M019,PLA-GF,G019-01,V000350,hdt045,75.5,"envelope 50-75 meets <= 75 (margin x1, 1 thresholds)",,,known; status FAIL; Published 75.5 °C
D3-removed-though-envelope-passes,screening,medium,M021,PETG Basic,G021-01,V000431,tensileModulusXY,2.78,"envelope 1.1-2.6 meets <= 2.7 (margin x1.04, 3 thresholds)",,,known; status FAIL; Published 2.78 GPa (XY)
D3-removed-though-envelope-passes,screening,medium,M029,ABS-CF,G029-01,V000594,hdt045,76,"envelope 82-118 meets >= 76.4 (margin x1.07, 9 thresholds)",,,known; status FAIL; Published 76 °C
D3-removed-though-envelope-passes,screening,medium,M033,ASA-CF,G033-01,V000653,density,1020,"envelope 1040-1250 meets >= 1030 (margin x1.01, 4 thresholds)",,,known; status FAIL; Published 1020 kg/m³
D3-removed-though-envelope-passes,screening,medium,M040,TPU for AMS,G040-01,V000775,tensileModulusXY,1.19,"envelope 0.003-0.45 meets <= 1.18 (margin x2.61, 26 thresholds)",,,known; status FAIL; Published 1.19 GPa (XY)
D3-removed-though-envelope-passes,screening,medium,M049,PA6,G049-01,V000917,density,1250,"envelope 1110-1180 meets <= 1240 (margin x1.05, 15 thresholds)",,,known; status FAIL; Published 1250 kg/m³
D3-removed-though-envelope-passes,screening,medium,M050,PA6-CF,G050-01,V000922,density,1090,"envelope 1120-1330 meets >= 1100 (margin x1.02, 7 thresholds)",,,known; status FAIL; Published 1090 kg/m³
D3-removed-though-envelope-passes,screening,medium,M051,PA6-GF,G051-01,V000943,density,1140,"envelope 1160-1450 meets >= 1140 (margin x1.02, 6 thresholds)",,,known; status FAIL; Published 1140 kg/m³
D3-removed-though-envelope-passes,screening,medium,M059,PA612-CF,G059-01,V001052,density,1030,"envelope 1040-1260 meets >= 1040 (margin x1, 2 thresholds)",,,known; status FAIL; Published 1030 kg/m³
D3-removed-though-envelope-passes,screening,medium,M067,PET-CF,G067-01,V001270,hdt045,205,"envelope 65-100 meets <= 194 (margin x1.94, 43 thresholds)",,,known; status FAIL; Published 205 °C
D3-removed-though-envelope-passes,screening,medium,M073,PPS-CF,G073-01,V001353,density,1260,"envelope 1290-1520 meets >= 1260 (margin x1.02, 8 thresholds)",,,known; status FAIL; Published 1260 kg/m³
D3-removed-though-envelope-passes,screening,medium,M073,PPS-CF,G073-01,V001359,hdt045,264,"envelope 90-140 meets <= 260 (margin x1.86, 28 thresholds)",,,known; status FAIL; Published 264 °C
D3-removed-though-envelope-passes,screening,medium,M074,PPS-GF,G074-01,V001374,density,1360,"envelope 1380-1750 meets >= 1370 (margin x1.01, 4 thresholds)",,,known; status FAIL; Published 1360 kg/m³
D3-removed-though-envelope-passes,screening,medium,M074,PPS-GF,G074-01,V001378,hdt045,241,"envelope 90-140 meets <= 240 (margin x1.71, 24 thresholds)",,,known; status FAIL; Published 241 °C
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,tensileModulusXY,none,"envelope 0.5-4.5 meets >= 0.00196 (margin x255, 22 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,tensileModulusXY,none,"envelope 0.5-4.5 meets <= 22.4 (margin x4.99, 30 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,tensileStrengthXY,none,"envelope 15-85 meets >= 1.96 (margin x7.65, 18 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,tensileStrengthXY,none,"envelope 15-85 meets <= 194 (margin x2.28, 32 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,elongationXY,none,"envelope 1-300 meets >= 0.098 (margin x10.2, 22 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,elongationXY,none,"envelope 1-300 meets <= 2240 (margin x7.48, 16 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,hdt045,none,"envelope 40-75 meets >= 39.2 (margin x1.02, 2 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
D3-removed-though-envelope-passes,screening,medium,M075,PVA,G075-01,,hdt045,none,"envelope 40-75 meets <= 306 (margin x4.08, 77 thresholds)",,,not applicable; status UNKNOWN; Not applicable: A support product is not characterised as a structural material. Its values are shown only where its own sources publish them.
D3-removed-though-envelope-passes,screening,medium,M086,OBC,G086-01,V001683,density,905,"envelope 860-900 meets <= 900 (margin x1, 1 thresholds)",,,known; status FAIL; Published 905 kg/m³ (unknown)
D3-removed-though-envelope-passes,screening,medium,M090,CPE-CF,G090-01,V001676,density,1160,"envelope 1170-1400 meets >= 1170 (margin x1, 2 thresholds)",,,known; status FAIL; Published 1160 kg/m³ (unknown)
