MaterialID,Material,Headline,Kind,Value,Unit,Likely,Plausible,Screens,Strength,Measurement,LoadStated
M125,PEEK-CF,tensileStrengthXY,value,105,MPa,,,,,V003319,
M125,PEEK-CF,elongationXY,value,3,%,,,,,V003321,
M125,PEEK-CF,hdt045,value,265,°C,,,,,V003325,
M125,PEEK-CF,priceCADkg,none,,CAD/kg,,,,,,
M126,TPU-ESD,density,value,1180,kg/m³,,,,,V003326,
M126,TPU-ESD,tensileModulusXY,estimate,0.0627,GPa,0.00818-0.48,0.00228-1.83,0.00228-1.83,this-material,,
M126,TPU-ESD,tensileStrengthXY,value,12,MPa,,,,,V003327,
M126,TPU-ESD,elongationXY,estimate,318,%,160-631,77.2-1300,77.2-1300,this-material,,
M126,TPU-ESD,hdt045,not applicable,,°C,,,,,,
M126,TPU-ESD,priceCADkg,none,,CAD/kg,,,,,,
M127,PEEK-GF,density,value,1440,kg/m³,,,,,V003353,
M127,PEEK-GF,tensileModulusXY,value,7.25,GPa,,,,,V003355,
M127,PEEK-GF,tensileStrengthXY,value,105,MPa,,,,,V003354,
M127,PEEK-GF,elongationXY,value,2.5,%,,,,,V003356,
M127,PEEK-GF,hdt045,value,300,°C,,,,,V003360,
M127,PEEK-GF,priceCADkg,none,,CAD/kg,,,,,,
M128,PC-ABS-CF,density,value,1240,kg/m³,,,,,V003377,
M128,PC-ABS-CF,tensileModulusXY,value,5.9,GPa,,,,,V003379,
M128,PC-ABS-CF,tensileStrengthXY,value,62,MPa,,,,,V003378,
M128,PC-ABS-CF,elongationXY,value,2,%,,,,,V003380,
M128,PC-ABS-CF,hdt045,value,130,°C,,,,,V003384,
M128,PC-ABS-CF,priceCADkg,none,,CAD/kg,,,,,,
M129,TPU-CF,density,value,1230,kg/m³,,,,,V004074,
M129,TPU-CF,tensileModulusXY,estimate,1.69,GPa,1.13-2.53,0.876-3.28,open-3.28,this-grade,,
M129,TPU-CF,tensileStrengthXY,estimate,47.7,MPa,28.4-80,22.5-101,22.5-101,this-grade,,
M129,TPU-CF,elongationXY,estimate,40.9,%,21-79.5,10.3-162,no,this-grade,,
M129,TPU-CF,hdt045,not applicable,,°C,,,,,,
M129,TPU-CF,priceCADkg,none,,CAD/kg,,,,,,
M130,PPE-PS,density,value,1100,kg/m³,,,,,V004082,
M130,PPE-PS,tensileModulusXY,value,2.25,GPa,,,,,V004084,
M130,PPE-PS,tensileStrengthXY,value,67,MPa,,,,,V004083,
M130,PPE-PS,elongationXY,value,12,%,,,,,V004085,
M130,PPE-PS,hdt045,estimate,120,°C,114-129,112-136,112-136,this-grade,,
M130,PPE-PS,priceCADkg,none,,CAD/kg,,,,,,
M131,PC-PBT-CF,density,estimate,1200,kg/m³,1190-1210,1190-1210,1100-1430,this-grade,,
M131,PC-PBT-CF,tensileModulusXY,estimate,3.87,GPa,3.06-4.89,2.63-5.69,2.63-5.69,this-grade,,
M131,PC-PBT-CF,tensileStrengthXY,estimate,48.7,MPa,37.4-63.5,33.2-71.5,33.2-71.5,this-grade,,
M131,PC-PBT-CF,elongationXY,estimate,39.6,%,35.7-51.1,35.1-83.5,35.1-83.5,this-grade,,
M131,PC-PBT-CF,hdt045,estimate,115,°C,114-116,114-116,no,this-grade,,
M131,PC-PBT-CF,priceCADkg,none,,CAD/kg,,,,,,
M132,PBT-GF,density,value,1320,kg/m³,,,,,V005262,
M132,PBT-GF,tensileModulusXY,value,3.7,GPa,,,,,V005267,
M132,PBT-GF,tensileStrengthXY,value,65,MPa,,,,,V005265,
M132,PBT-GF,elongationXY,value,2,%,,,,,V005266,
M132,PBT-GF,hdt045,value,175,°C,,,,,V005270,
M132,PBT-GF,priceCADkg,none,,CAD/kg,,,,,,
M133,PBAT,density,value,1250,kg/m³,,,,,V005362,
M133,PBAT,tensileModulusXY,value,0.006,GPa,,,,,V005367,
M133,PBAT,tensileStrengthXY,value,27,MPa,,,,,V005365,
M133,PBAT,elongationXY,value,400,%,,,,,V005366,
M133,PBAT,hdt045,value,90,°C,,,,,V005369,
M133,PBAT,priceCADkg,none,,CAD/kg,,,,,,
M134,CPE-LW,density,value,1160,kg/m³,,,,,V005542,
M134,CPE-LW,tensileModulusXY,estimate,0.234,GPa,0.135-0.406,0.0945-0.58,open-0.58,this-grade,,
M134,CPE-LW,tensileStrengthXY,estimate,22.4,MPa,12.5-39.9,9.71-51.7,open-51.7,this-grade,,
M134,CPE-LW,elongationXY,estimate,348,%,211-573,123-976,123-976,this-grade,,
M134,CPE-LW,hdt045,value,70,°C,,,,,V005551,
M134,CPE-LW,priceCADkg,none,,CAD/kg,,,,,,
M135,PVC,density,value,1269,kg/m³,,,,,V005618,
M135,PVC,tensileModulusXY,estimate,1.44,GPa,0.174-10.5,0.0429-25.3,0.0429-25.3,family,,
M135,PVC,tensileStrengthXY,estimate,37.3,MPa,23.7-58.6,19.3-71.7,19.3-71.7,this-grade,,
M135,PVC,elongationXY,estimate,220,%,131-367,76.1-634,open-634,this-grade,,
M135,PVC,hdt045,estimate,65.6,°C,51.9-76.9,44.3-81.6,44.3-82,this-material,,
M135,PVC,priceCADkg,none,,CAD/kg,,,,,,
M136,SAN,density,value,1080,kg/m³,,,,,V005630,
M136,SAN,tensileModulusXY,estimate,3.35,GPa,2.35-4.76,1.87-5.98,1.87-5.98,this-grade,,
M136,SAN,tensileStrengthXY,estimate,57.4,MPa,37.7-87.4,31.3-106,31.3-106,this-grade,,
M136,SAN,elongationXY,estimate,18.4,%,6.42-52.8,2.08-163,2.08-163,family,,
M136,SAN,hdt045,estimate,101,°C,87.2-113,70.6-119,70.6-119,this-grade,,
M136,SAN,priceCADkg,none,,CAD/kg,,,,,,
M137,COC,density,value,1020,kg/m³,,,,,V005676,
M137,COC,tensileModulusXY,estimate,1.54,GPa,1.06-2.22,0.836-2.82,open-2.82,this-grade,,
M137,COC,tensileStrengthXY,estimate,52.1,MPa,32.6-83,26.5-103,26.5-103,this-grade,,
M137,COC,elongationXY,estimate,17.2,%,6.9-42.8,2.6-114,2.6-open,this-grade,,
M137,COC,hdt045,estimate,111,°C,68-148,49.7-160,49.7-160,this-grade,,
M137,COC,priceCADkg,none,,CAD/kg,,,,,,
M138,PE-GF,density,value,1080,kg/m³,,,,,V005692,
M138,PE-GF,tensileModulusXY,estimate,2.79,GPa,1.97-3.94,1.58-4.93,1.58-4.93,this-grade,,
M138,PE-GF,tensileStrengthXY,estimate,27.3,MPa,18.1-41.2,15-49.5,15-49.5,this-grade,,
M138,PE-GF,elongationXY,estimate,11.2,%,6.84-18.4,4.04-31,4.04-open,this-grade,,
M138,PE-GF,hdt045,estimate,86.4,°C,68.5-105,53.7-124,53.7-open,this-grade,,
M138,PE-GF,priceCADkg,none,,CAD/kg,,,,,,
M139,LCP,density,value,1400,kg/m³,,,,,V005732,
M139,LCP,tensileModulusXY,estimate,10.9,GPa,7.41-16.1,5.76-20.7,5.76-20.7,this-grade,,
M139,LCP,tensileStrengthXY,estimate,143,MPa,87.9-231,70.5-284,70.5-284,this-grade,,
M139,LCP,elongationXY,estimate,3.97,%,2.32-6.8,1.3-12.1,1.3-12.1,this-grade,,
M139,LCP,hdt045,estimate,122,°C,84.5-145,54.9-152,54.9-open,this-grade,,
M139,LCP,priceCADkg,none,,CAD/kg,,,,,,
M140,PBT,density,value,1310,kg/m³,,,,,V005738,
M140,PBT,tensileModulusXY,estimate,2.69,GPa,1.88-3.83,1.5-4.82,1.5-4.82,this-grade,,
M140,PBT,tensileStrengthXY,estimate,60.1,MPa,39.3-91.9,32.5-112,32.5-112,this-grade,,
M140,PBT,elongationXY,estimate,27.4,%,16.6-45.3,9.72-77.3,9.72-77.3,this-grade,,
M140,PBT,hdt045,estimate,100,°C,58.2-156,48.4-203,48.4-209,family,,
M140,PBT,priceCADkg,none,,CAD/kg,,,,,,
M141,PET-LW,density,estimate,1310,kg/m³,1240-1390,1210-1430,1210-1430,family,,
M141,PET-LW,tensileModulusXY,estimate,1.65,GPa,0.736-3.72,0.434-6.29,0.434-6.29,family,,
M141,PET-LW,tensileStrengthXY,estimate,42.3,MPa,16.9-106,11.1-158,11.1-158,family,,
M141,PET-LW,elongationXY,estimate,6.98,%,2.12-22.9,0.598-81.3,0.598-81.3,family,,
M141,PET-LW,hdt045,estimate,61.2,°C,50.9-72,44.7-79.7,44.7-79.7,this-grade,,
M141,PET-LW,priceCADkg,none,,CAD/kg,,,,,,
M142,nGen-CF,density,estimate,1210,kg/m³,1080-1360,924-1590,924-1590,family,,
M142,nGen-CF,tensileModulusXY,estimate,2.74,GPa,1.93-3.88,1.54-4.86,1.54-4.86,this-grade,,
M142,nGen-CF,tensileStrengthXY,estimate,59.2,MPa,55.6-68,54.7-73.1,open-73.1,this-grade,,
M142,nGen-CF,elongationXY,estimate,5.88,%,4.76-8.58,4.6-14.6,open-14.6,this-grade,,
M142,nGen-CF,hdt045,value,78,°C,,,,,V005764,
M142,nGen-CF,priceCADkg,none,,CAD/kg,,,,,,
M143,nGen FLEX,density,estimate,1130,kg/m³,1120-1140,1120-1140,904-1580,this-grade,,
M143,nGen FLEX,tensileModulusXY,estimate,0.254,GPa,0.179-0.36,0.143-0.452,0.143-0.452,this-grade,,
M143,nGen FLEX,tensileStrengthXY,estimate,26.3,MPa,20.7-36.5,19.6-42.4,open-42.4,this-grade,,
M143,nGen FLEX,elongationXY,estimate,365,%,325-472,321-751,321-751,this-grade,,
M143,nGen FLEX,hdt045,estimate,104,°C,70-140,51.4-165,51.4-open,this-grade,,
M143,nGen FLEX,priceCADkg,none,,CAD/kg,,,,,,
M144,PCTG-CF,density,value,1280,kg/m³,,,,,V007706,
M144,PCTG-CF,tensileModulusXY,estimate,3.41,GPa,1.72-6.77,1.1-10.6,1.1-10.6,this-material,,
M144,PCTG-CF,tensileStrengthXY,estimate,66.6,MPa,47.9-92.6,41.3-108,41.3-108,this-grade,,
M144,PCTG-CF,elongationXY,estimate,6.17,%,3.77-10.1,2.23-17.1,2.23-17.1,this-grade,,
M144,PCTG-CF,hdt045,value,78,°C,,,,,V007712,
M144,PCTG-CF,priceCADkg,none,,CAD/kg,,,,,,
M145,PLA-PHA,density,value,1240,kg/m³,,,,,V009445,
M145,PLA-PHA,tensileModulusXY,estimate,2.98,GPa,2.09-4.24,1.66-5.34,1.66-5.34,this-grade,,
M145,PLA-PHA,tensileStrengthXY,estimate,63,MPa,58.2-73.9,57.7-80.3,open-80.3,this-grade,,
M145,PLA-PHA,elongationXY,estimate,9.02,%,6.63-14,6.27-24.4,6.27-24.4,this-grade,,
M145,PLA-PHA,hdt045,estimate,54.8,°C,46.1-65.4,42-78.1,42-78.1,this-grade,,
M145,PLA-PHA,priceCADkg,none,,CAD/kg,,,,,,
M146,PLA-PHB,density,value,1200,kg/m³,,,,,V009497,
M146,PLA-PHB,tensileModulusXY,estimate,1.92,GPa,1.35-2.75,1.07-3.46,1.07-3.46,this-grade,,
M146,PLA-PHB,tensileStrengthXY,estimate,40.8,MPa,26.6-62.5,22-75.5,22-75.5,this-grade,,
M146,PLA-PHB,elongationXY,estimate,9.24,%,5.6-15.3,3.29-26,3.29-26,this-grade,,
M146,PLA-PHB,hdt045,value,119,°C,,,,,V009504,
M146,PLA-PHB,priceCADkg,none,,CAD/kg,,,,,,
M147,PAHT,density,estimate,1190,kg/m³,1170-1210,1130-1230,964-1230,this-grade,,
M147,PAHT,tensileModulusXY,estimate,2.93,GPa,2.04-4.2,1.62-5.3,1.62-5.3,this-grade,,
M147,PAHT,tensileStrengthXY,estimate,71.9,MPa,52.2-98.8,45.3-114,45.3-114,this-grade,,
M147,PAHT,elongationXY,estimate,1.57,%,0.772-3.21,0.36-6.86,0.36-6.86,this-grade,,
M147,PAHT,hdt045,estimate,122,°C,79.1-155,53.2-164,53.2-164,this-grade,,
M147,PAHT,priceCADkg,none,,CAD/kg,,,,,,
M148,PAHT-CE,density,value,1250,kg/m³,,,,,V009726,
M148,PAHT-CE,tensileModulusXY,estimate,3.18,GPa,2.24-4.51,1.78-5.66,1.78-5.66,this-grade,,
M148,PAHT-CE,tensileStrengthXY,estimate,71.2,MPa,51.7-98.1,44.8-114,44.8-114,this-grade,,
M148,PAHT-CE,elongationXY,estimate,3.47,%,1.08-11.2,0.323-38.9,0.323-38.9,family,,
M148,PAHT-CE,hdt045,estimate,140,°C,78.3-198,52.9-219,52.9-223,family,,
M148,PAHT-CE,priceCADkg,none,,CAD/kg,,,,,,
M149,PCL,density,estimate,1130,kg/m³,1060-1190,989-1290,989-1290,this-material,,
M149,PCL,tensileModulusXY,estimate,0.518,GPa,0.215-1.25,0.121-2.21,0.121-2.21,this-material,,
M149,PCL,tensileStrengthXY,estimate,32.2,MPa,13.7-75.5,9.36-111,open-111,this-material,,
M149,PCL,elongationXY,estimate,958,%,824-1310,803-2090,open-2090,this-grade,,
M149,PCL,hdt045,estimate,53,°C,44.6-62.1,39.8-67.2,39.8-67.2,this-material,,
M149,PCL,priceCADkg,none,,CAD/kg,,,,,,
M150,TPU-LW,density,value,1200,kg/m³,,,,,V010000,
M150,TPU-LW,tensileModulusXY,estimate,0.0305,GPa,0.00399-0.24,0.00128-0.928,0.00128-0.928,this-material,,
M150,TPU-LW,tensileStrengthXY,estimate,34.7,MPa,21.9-54.9,17.9-67.3,17.9-67.3,this-grade,,
M150,TPU-LW,elongationXY,estimate,553,%,357-857,224-1370,224-1370,this-grade,,
M150,TPU-LW,hdt045,not applicable,,°C,,,,,,
M150,TPU-LW,priceCADkg,none,,CAD/kg,,,,,,
M151,TPU-GF,density,value,1320,kg/m³,,,,,V010100,
M151,TPU-GF,tensileModulusXY,value,0.445,GPa,,,,,V010102,
M151,TPU-GF,tensileStrengthXY,value,32,MPa,,,,,V010101,
M151,TPU-GF,elongationXY,value,80,%,,,,,V010103,
M151,TPU-GF,hdt045,not applicable,,°C,,,,,,
M151,TPU-GF,priceCADkg,none,,CAD/kg,,,,,,
M152,PLA-NF,density,value,1450,kg/m³,,,,,V010252,
M152,PLA-NF,tensileModulusXY,estimate,2.41,GPa,1.46-3.95,1.06-5.44,1.06-5.44,this-grade,,
M152,PLA-NF,tensileStrengthXY,estimate,39.5,MPa,27.5-56.8,23.4-66.8,open-66.8,this-grade,,
M152,PLA-NF,elongationXY,estimate,15.2,%,9.31-24.7,5.53-41.6,open-41.6,this-grade,,
M152,PLA-NF,hdt045,estimate,48.9,°C,42.1-55.6,38.5-60.1,38.5-open,this-grade,,
M152,PLA-NF,priceCADkg,none,,CAD/kg,,,,,,
M153,PETG-GR,density,estimate,1250,kg/m³,1180-1310,1140-1330,1140-1330,family,,
M153,PETG-GR,tensileModulusXY,estimate,1.34,GPa,0.953-1.89,0.764-2.35,0.764-open,this-grade,,
M153,PETG-GR,tensileStrengthXY,estimate,47.5,MPa,32.8-68.7,27.8-81,27.8-81,this-grade,,
M153,PETG-GR,elongationXY,estimate,6.67,%,4.05-11,2.38-18.7,2.38-18.7,this-grade,,
M153,PETG-GR,hdt045,estimate,81.1,°C,52.7-125,46-177,46-186,family,,
M153,PETG-GR,priceCADkg,none,,CAD/kg,,,,,,
M154,PA12-AF,density,estimate,1020,kg/m³,969-1060,934-1070,934-1070,family,,
M154,PA12-AF,tensileModulusXY,estimate,0.71,GPa,0.5-1.01,0.399-1.27,0.399-1.27,this-grade,,
M154,PA12-AF,tensileStrengthXY,estimate,57.3,MPa,37.4-87.6,31-106,31-106,this-grade,,
M154,PA12-AF,elongationXY,estimate,7.41,%,4.48-12.3,2.62-20.9,2.62-20.9,this-grade,,
M154,PA12-AF,hdt045,estimate,113,°C,65.8-160,49.5-175,49.5-177,family,,
M154,PA12-AF,priceCADkg,none,,CAD/kg,,,,,,
M155,PLA-GR,density,estimate,1250,kg/m³,1160-1320,1110-1350,1110-1350,family,,
M155,PLA-GR,tensileModulusXY,estimate,2.73,GPa,1.94-3.82,1.56-4.75,1.56-4.75,this-grade,,
M155,PLA-GR,tensileStrengthXY,estimate,51.8,MPa,35.9-74.8,30.5-88.1,30.5-88.1,this-grade,,
M155,PLA-GR,elongationXY,estimate,4.54,%,2.79-7.4,1.65-12.5,1.65-12.5,this-grade,,
M155,PLA-GR,hdt045,estimate,74.9,°C,50.5-115,44.8-166,44.8-174,family,,
M155,PLA-GR,priceCADkg,none,,CAD/kg,,,,,,
M156,PA6/66-CF,density,value,1240,kg/m³,,,,,V010359,
M156,PA6/66-CF,tensileModulusXY,estimate,4.24,GPa,2.81-6.38,2.15-8.32,2.15-8.32,this-grade,,
M156,PA6/66-CF,tensileStrengthXY,estimate,116,MPa,84.7-160,73.5-184,73.5-184,this-grade,,
M156,PA6/66-CF,elongationXY,estimate,1.44,%,0.725-2.85,0.35-5.9,0.35-5.9,this-grade,,
M156,PA6/66-CF,hdt045,estimate,152,°C,109-187,68.6-199,68.6-199,this-grade,,
M156,PA6/66-CF,priceCADkg,none,,CAD/kg,,,,,,
M157,TPU-EC,density,value,1330,kg/m³,,,,,V010383,
M157,TPU-EC,tensileModulusXY,estimate,0.0976,GPa,0.0663-0.144,0.0516-0.185,0.0516-0.185,this-grade,,
M157,TPU-EC,tensileStrengthXY,estimate,16.9,MPa,5.72-50.2,3.52-81.6,3.52-81.6,family,,
M157,TPU-EC,elongationXY,estimate,707,%,345-1430,157-2380,157-2380,family,,
M157,TPU-EC,hdt045,not applicable,,°C,,,,,,
M157,TPU-EC,priceCADkg,none,,CAD/kg,,,,,,
M158,PLA-CE,density,estimate,1250,kg/m³,1160-1320,1110-1350,1110-1350,family,,
M158,PLA-CE,tensileModulusXY,estimate,3.38,GPa,2.4-4.77,1.92-5.95,1.92-5.95,this-grade,,
M158,PLA-CE,tensileStrengthXY,estimate,41.1,MPa,29.6-56.9,25.6-65.9,25.6-65.9,this-grade,,
M158,PLA-CE,elongationXY,estimate,18,%,11-29.4,6.54-49.5,6.54-49.5,this-grade,,
M158,PLA-CE,hdt045,value,55,°C,,,,,V010560,
M158,PLA-CE,priceCADkg,none,,CAD/kg,,,,,,
