Template,Mode,MaterialID,Material,Verdict,Candidate,ScreenedBy
High-stiffness fixture,Explore,M104,PA6-CE,UNKNOWN,yes,
High-stiffness fixture,Explore,M105,ASA-EC,UNKNOWN,yes,
High-stiffness fixture,Explore,M106,ABS-AF,UNKNOWN,yes,
High-stiffness fixture,Explore,M107,PLA-ESD,UNKNOWN,yes,
High-stiffness fixture,Explore,M108,PA6-GS,UNKNOWN,yes,
High-stiffness fixture,Explore,M109,PETG-PTFE,UNKNOWN,yes,
High-stiffness fixture,Explore,M110,PCTG-GF,UNKNOWN,yes,
High-stiffness fixture,Explore,M111,PLA-EC,UNKNOWN,yes,
High-stiffness fixture,Explore,M112,PC-PTFE,UNKNOWN,yes,
High-stiffness fixture,Explore,M113,ASA-AF,UNKNOWN,yes,
High-stiffness fixture,Explore,M126,TPU-ESD,UNKNOWN,yes,
High-stiffness fixture,Explore,M128,PC-ABS-CF,PASS,yes,
High-stiffness fixture,Explore,M129,TPU-CF,UNKNOWN,yes,
High-stiffness fixture,Explore,M131,PC-PBT-CF,UNKNOWN,yes,
High-stiffness fixture,Explore,M134,CPE-LW,UNKNOWN,yes,
High-stiffness fixture,Explore,M135,PVC,UNKNOWN,yes,
High-stiffness fixture,Explore,M136,SAN,UNKNOWN,yes,
High-stiffness fixture,Explore,M137,COC,UNKNOWN,yes,
High-stiffness fixture,Explore,M138,PE-GF,UNKNOWN,yes,
High-stiffness fixture,Explore,M139,LCP,UNKNOWN,yes,
High-stiffness fixture,Explore,M140,PBT,UNKNOWN,yes,
High-stiffness fixture,Explore,M141,PET-LW,UNKNOWN,yes,
High-stiffness fixture,Explore,M142,nGen-CF,UNKNOWN,yes,
High-stiffness fixture,Explore,M143,nGen FLEX,UNKNOWN,yes,
High-stiffness fixture,Explore,M144,PCTG-CF,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M004,PLA Lite,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M029,ABS-CF,PASS,yes,
High-stiffness fixture,Explore with estimates,M037,PC-CF,PASS,yes,
High-stiffness fixture,Explore with estimates,M040,TPU for AMS,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M045,PEBA,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M046,TPC / TPEE,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M049,PA6,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M052,PA12,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M053,PA12-CF,PASS,yes,
High-stiffness fixture,Explore with estimates,M054,PA12-GF,PASS,yes,
High-stiffness fixture,Explore with estimates,M055,PA66,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M056,PA66-CF,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M058,PA612,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M059,PA612-CF,PASS,yes,
High-stiffness fixture,Explore with estimates,M060,PA612-GF,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M064,PA-ESD,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M066,PET,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M070,PPA-CF,PASS,yes,
High-stiffness fixture,Explore with estimates,M071,PPA-GF,PASS,yes,
High-stiffness fixture,Explore with estimates,M073,PPS-CF,PASS,yes,
High-stiffness fixture,Explore with estimates,M074,PPS-GF,PASS,yes,
High-stiffness fixture,Explore with estimates,M082,PP,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M083,PP-CF,PASS,yes,
High-stiffness fixture,Explore with estimates,M084,PP-GF,PASS,yes,
High-stiffness fixture,Explore with estimates,M086,OBC,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M089,CPE,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M090,CPE-CF,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M093,PVB,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M104,PA6-CE,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M105,ASA-EC,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M106,ABS-AF,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M107,PLA-ESD,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M108,PA6-GS,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M109,PETG-PTFE,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M110,PCTG-GF,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M111,PLA-EC,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M112,PC-PTFE,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M113,ASA-AF,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M126,TPU-ESD,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M128,PC-ABS-CF,PASS,yes,
High-stiffness fixture,Explore with estimates,M129,TPU-CF,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M131,PC-PBT-CF,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M134,CPE-LW,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M135,PVC,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M136,SAN,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M137,COC,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M138,PE-GF,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M139,LCP,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M140,PBT,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M141,PET-LW,UNKNOWN,yes,
High-stiffness fixture,Explore with estimates,M142,nGen-CF,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M143,nGen FLEX,UNKNOWN,screened,tensileModulusXY >= 5
High-stiffness fixture,Explore with estimates,M144,PCTG-CF,UNKNOWN,yes,
Flexible component,Strict,M039,TPU,PASS,yes,
Flexible component,Strict,M040,TPU for AMS,PASS,yes,
Flexible component,Strict,M041,TPU 95A HF,PASS,yes,
Flexible component,Strict,M042,TPU 90A,PASS,yes,
Flexible component,Strict,M043,TPU 85A,PASS,yes,
Flexible component,Strict,M045,PEBA,PASS,yes,
Flexible component,Strict,M085,PE,PASS,yes,
Flexible component,Strict,M133,PBAT,PASS,yes,
Flexible component,Explore,M008,PLA Silk,UNKNOWN,yes,
Flexible component,Explore,M039,TPU,PASS,yes,
Flexible component,Explore,M040,TPU for AMS,PASS,yes,
Flexible component,Explore,M041,TPU 95A HF,PASS,yes,
Flexible component,Explore,M042,TPU 90A,PASS,yes,
Flexible component,Explore,M043,TPU 85A,PASS,yes,
Flexible component,Explore,M045,PEBA,PASS,yes,
Flexible component,Explore,M046,TPC / TPEE,UNKNOWN,yes,
Flexible component,Explore,M049,PA6,UNKNOWN,yes,
Flexible component,Explore,M052,PA12,UNKNOWN,yes,
Flexible component,Explore,M055,PA66,UNKNOWN,yes,
Flexible component,Explore,M056,PA66-CF,UNKNOWN,yes,
Flexible component,Explore,M058,PA612,UNKNOWN,yes,
Flexible component,Explore,M060,PA612-GF,UNKNOWN,yes,
Flexible component,Explore,M064,PA-ESD,UNKNOWN,yes,
Flexible component,Explore,M066,PET,UNKNOWN,yes,
Flexible component,Explore,M082,PP,UNKNOWN,yes,
Flexible component,Explore,M085,PE,PASS,yes,
Flexible component,Explore,M086,OBC,UNKNOWN,yes,
Flexible component,Explore,M089,CPE,UNKNOWN,yes,
Flexible component,Explore,M090,CPE-CF,UNKNOWN,yes,
Flexible component,Explore,M091,CoPE,UNKNOWN,yes,
Flexible component,Explore,M093,PVB,UNKNOWN,yes,
Flexible component,Explore,M104,PA6-CE,UNKNOWN,yes,
Flexible component,Explore,M105,ASA-EC,UNKNOWN,yes,
Flexible component,Explore,M106,ABS-AF,UNKNOWN,yes,
Flexible component,Explore,M107,PLA-ESD,UNKNOWN,yes,
Flexible component,Explore,M108,PA6-GS,UNKNOWN,yes,
Flexible component,Explore,M109,PETG-PTFE,UNKNOWN,yes,
Flexible component,Explore,M110,PCTG-GF,UNKNOWN,yes,
Flexible component,Explore,M111,PLA-EC,UNKNOWN,yes,
Flexible component,Explore,M112,PC-PTFE,UNKNOWN,yes,
Flexible component,Explore,M113,ASA-AF,UNKNOWN,yes,
Flexible component,Explore,M114,TPC-ESD,UNKNOWN,yes,
Flexible component,Explore,M126,TPU-ESD,UNKNOWN,yes,
Flexible component,Explore,M129,TPU-CF,UNKNOWN,yes,
Flexible component,Explore,M131,PC-PBT-CF,UNKNOWN,yes,
Flexible component,Explore,M133,PBAT,PASS,yes,
Flexible component,Explore,M134,CPE-LW,UNKNOWN,yes,
Flexible component,Explore,M135,PVC,UNKNOWN,yes,
Flexible component,Explore,M136,SAN,UNKNOWN,yes,
Flexible component,Explore,M137,COC,UNKNOWN,yes,
Flexible component,Explore,M138,PE-GF,UNKNOWN,yes,
Flexible component,Explore,M139,LCP,UNKNOWN,yes,
Flexible component,Explore,M140,PBT,UNKNOWN,yes,
Flexible component,Explore,M141,PET-LW,UNKNOWN,yes,
Flexible component,Explore,M142,nGen-CF,UNKNOWN,yes,
Flexible component,Explore,M143,nGen FLEX,UNKNOWN,yes,
Flexible component,Explore,M144,PCTG-CF,UNKNOWN,yes,
Flexible component,Explore with estimates,M008,PLA Silk,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M039,TPU,PASS,yes,
Flexible component,Explore with estimates,M040,TPU for AMS,PASS,yes,
Flexible component,Explore with estimates,M041,TPU 95A HF,PASS,yes,
Flexible component,Explore with estimates,M042,TPU 90A,PASS,yes,
Flexible component,Explore with estimates,M043,TPU 85A,PASS,yes,
Flexible component,Explore with estimates,M045,PEBA,PASS,yes,
Flexible component,Explore with estimates,M046,TPC / TPEE,UNKNOWN,yes,
Flexible component,Explore with estimates,M049,PA6,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M052,PA12,UNKNOWN,yes,
Flexible component,Explore with estimates,M055,PA66,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M056,PA66-CF,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M058,PA612,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M060,PA612-GF,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M064,PA-ESD,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M066,PET,UNKNOWN,yes,
Flexible component,Explore with estimates,M082,PP,UNKNOWN,yes,
Flexible component,Explore with estimates,M085,PE,PASS,yes,
Flexible component,Explore with estimates,M086,OBC,UNKNOWN,yes,
Flexible component,Explore with estimates,M089,CPE,UNKNOWN,yes,
Flexible component,Explore with estimates,M090,CPE-CF,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M091,CoPE,UNKNOWN,yes,
Flexible component,Explore with estimates,M093,PVB,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M104,PA6-CE,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M105,ASA-EC,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M106,ABS-AF,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M107,PLA-ESD,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M108,PA6-GS,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M109,PETG-PTFE,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M110,PCTG-GF,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M111,PLA-EC,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M112,PC-PTFE,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M113,ASA-AF,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M114,TPC-ESD,UNKNOWN,yes,
Flexible component,Explore with estimates,M126,TPU-ESD,UNKNOWN,yes,
Flexible component,Explore with estimates,M129,TPU-CF,UNKNOWN,yes,
Flexible component,Explore with estimates,M131,PC-PBT-CF,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M133,PBAT,PASS,yes,
Flexible component,Explore with estimates,M134,CPE-LW,UNKNOWN,yes,
Flexible component,Explore with estimates,M135,PVC,UNKNOWN,yes,
Flexible component,Explore with estimates,M136,SAN,UNKNOWN,yes,
Flexible component,Explore with estimates,M137,COC,UNKNOWN,yes,
Flexible component,Explore with estimates,M138,PE-GF,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M139,LCP,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M140,PBT,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M141,PET-LW,UNKNOWN,yes,
Flexible component,Explore with estimates,M142,nGen-CF,UNKNOWN,screened,elongationXY >= 100
Flexible component,Explore with estimates,M143,nGen FLEX,UNKNOWN,yes,
Flexible component,Explore with estimates,M144,PCTG-CF,UNKNOWN,screened,elongationXY >= 100
